companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 良得電,2462,,2.41,0.83,0.03,8.2,5.77,1.79,1.62,7.85,6.95,4.07,3.56,11.26,8.03,4.24,2.96,18.04,15.72,10.71
 盟立,2464,,9.29,7.04,3.06,16.49,12,7.01,3.4,11.68,8.88,5.5,2.57,11.25,9.4,6.98,3.78,6.49,4.13,3.43
 麗臺,2465,,-19.54,-14.49,-6.32,6.93,11.83,17.95,23.59,-21.03,-14.67,-11.59,-4.52,-13.02,-9.57,-9.33,-4.48,-13.96,-9.6,-6.11
 冠西電,2466,,-1.86,-1.25,-2.08,-5.03,-2.96,-3.71,-2.04,-8.11,-6.12,-5.75,-1.7,-6.89,-11.45,-3.85,-1.74,-12.72,-3.37,-1.86
 志聖,2467,,7.21,4.3,2.19,-28.76,-1.5,-0.39,-1.59,7.82,5.97,4.55,1.76,9.77,8.37,6.77,3.62,8.4,6.49,3.66
 華經,2468,,2.65,2.04,0.64,5.18,3.05,1.85,0.55,3.86,1.73,0.68,0.73,2.9,0.49,0.29,0.01,0.65,-0.56,0.29
 資通,2471,,3.81,0.69,1.76,5.07,1.36,0.05,-1.18,8.33,0.97,0.93,1.73,6.93,3.29,4.54,3.14,11.57,8.65,5.6
 立隆電,2472,,7.74,5.34,3.43,10.23,8.43,4.3,2.24,14.97,11.43,6.71,2.65,10.65,6.87,5.6,2.56,4.9,3.34,1.59
 可成,2474,,10.92,7.03,3.55,23.75,17.5,10.16,4.77,21.07,14.39,8.75,3.94,20.43,15.81,11.74,6.1,18.61,11.19,7.72
 華映,2475,,-4.88,-16.58,-25.91,-49.76,-33.19,-12.28,-6,-16.17,-4.97,1.39,1.33,-18.23,-20.43,-23.73,-9.24,-38.15,-31,-19.46
 鉅祥,2476,,7.57,4.75,1.71,9.23,6.69,3.5,1.51,8.59,6.91,4.18,1.85,7.37,5.29,3.36,1.05,8.83,6.74,3.77
 美隆電,2477,,6.34,3.84,1.81,7.95,5.54,1.32,0.91,-5.16,-4.44,-1.07,-0.08,39.77,40.13,-0.87,0.17,4.87,2.5,-0.06
 大毅,2478,,3.47,2.18,1.14,4.84,3.85,1.84,0.88,3.61,2.6,1.43,0.9,1.8,1.87,1.19,0.47,2.41,2.3,1.43
 敦陽科,2480,,8.53,5.07,2.36,9.68,7.17,4.52,2.3,9.75,7.12,4.22,2.11,9.82,9.8,5.72,2.76,9.48,8.4,6
 強茂,2481,,7.16,4.75,2.83,4.31,2.39,0.6,-0.06,-0.12,1.59,0.66,0.12,-9.61,-5.49,-4.73,-2.62,-12.97,-7.84,-5.25
 連宇,2482,,1.45,1.54,1.08,1.72,4.71,1.88,0.65,-1.36,-2.47,-2.95,-0.38,-1.37,0.17,0.44,0.6,0.35,-0.28,0.54
 百容,2483,,4.82,3.24,1.52,8.17,7.23,4.36,0.97,7.97,6.42,4.01,1.68,5.63,3.5,2.16,1.03,-0.69,-0.27,-0.84
 希華,2484,,4.86,3.42,0.33,8.94,7.28,3.88,1.76,10.85,7.2,4.45,1.41,5.43,4.01,2.6,0.9,-6.24,-3,-2.84
 兆赫,2485,,5.17,4.5,2.91,11.25,7.57,2.63,1.04,8.04,5.19,2.89,2.5,10.94,8.35,6.03,2.61,7.11,6.86,4.88
 一詮,2486,,-2.03,-1.65,-0.92,-7.22,-2.28,-2.15,-0.29,4.86,4.25,2.72,1.2,4.93,3.43,1.9,1.09,1.83,3.31,0.63
 漢平,2488,,17.19,10.93,4.86,13.63,9.23,5.38,2.69,10.88,7.18,4.73,2.49,18.02,10.69,5.99,2.24,4.47,1.13,0.14
 瑞軒,2489,,11.29,9.57,6.79,11.74,4.95,1.36,0.47,5.77,4.51,3.68,2.25,7.5,5.42,3.53,1.58,10.12,7.03,4.92
 吉祥全,2491,,-7.56,-5.18,-2.41,-0.7,-11.04,-7.38,-3.38,27.93,40.56,44.36,21.85,-38.95,-43.47,-31.87,-11.31,-78.6,-50.81,-43.16
 華新科,2492,,10.83,6.28,2.76,7.99,5.97,3.09,1.01,4.14,2.64,0.42,-0.13,-3.32,-2.72,-2.41,-2.31,-9.25,-6.32,-5.66
 揚博,2493,,11.99,8.04,4.63,13.07,10.05,4.29,2.22,17.44,12.9,9.29,4.22,12.3,10.38,7.81,3.75,16.06,13.66,8.83
 普安,2495,,3.39,2.1,0.72,7,4.53,1.71,1.03,4.6,1.71,0.2,0.48,1.17,0.61,0.48,0.74,2.79,2.39,2.62
 卓越,2496,,-2.24,-17.68,9.84,-76.03,-17.3,-12.93,5.48,-128.67,-91.38,-44.15,-11.46,-23.5,-17.51,-1.02,1.54,28.36,-9.01,-24.5
 怡利電,2497,,0.29,1.14,0.32,10,10.1,6.63,4.27,26.41,18.47,12.91,7.3,20.71,13.7,6.44,2.4,14.01,10.8,6.75
 宏達電,2498,,-12.47,-9.26,-4.14,-21.41,-16.3,-10.11,0.45,1.88,1.3,0.48,-2.44,-1.68,-2.08,1.65,0.11,19.25,18.26,13.9
 東貝,2499,,0.59,0.48,0.05,2.79,2.75,1.86,0.88,5.51,8.74,4.5,2.49,3.47,3.97,3.28,1.54,1.39,2.68,2.37
 國建,2501,,7.45,4.54,0.88,8.47,6.84,6.87,5.57,11.41,2.74,0.91,-0.47,6.7,6.44,5.5,1.55,7.47,5.98,5.11
 國產,2504,,-7.53,-4.26,-1.17,-2.1,-0.12,0.13,0.28,3.65,2.39,1.34,0.52,4.01,1.2,0.18,-0.03,1.17,0.58,-0.03
 國揚,2505,,-1.64,-0.54,-0.73,4.96,4,4.08,-1.59,0.79,1.7,1.3,1.42,30.01,8.31,8.03,4.7,20.77,2.69,1.21
 太設,2506,,3.76,1.63,0.47,2.69,2.9,2.07,1.66,5.6,4.2,-0.96,0.28,10.81,1.93,2.34,-0.81,3.73,1.98,1.42
 全坤建,2509,,-1,-0.91,0.41,19.22,-1.8,-3.48,-1.66,-5.66,-3.8,-1.57,-0.65,11.15,11.93,-2.33,-0.55,6.37,6.52,5.15
 太子,2511,,1.99,1.28,0.42,9.03,3.54,2.98,0.8,11.1,4.68,3.17,1.03,9.16,-0.4,0.69,0.6,10.8,6.98,7.16
 龍邦,2514,,5.01,-1.08,-0.82,4.13,-0.98,-0.56,-0.25,-0.77,13.2,3.06,3.23,3.34,6.45,2.3,4.58,13.17,7.85,4.08
 中工,2515,,0.99,0.16,0.21,2.69,6.94,9.83,9.63,2.72,1.89,0.29,0.21,1.41,0.62,0.15,0.04,2.07,1.55,0.96
 新建,2516,,-0.87,1.28,0.84,4.17,3.68,3.16,2.94,5.15,5.98,3.89,2.73,-0.98,-4.06,-6.64,1.33,6.15,4.49,3.43
 冠德,2520,,5.58,3.02,0.96,5.33,0.11,0.04,0.99,24.93,12.97,13.39,10.84,11.52,2.16,2.43,3.23,9.42,4.7,3.6
 京城,2524,,2.12,0.11,0.44,2.18,1.74,0.73,0.62,9.53,6.79,1.9,1.15,17.44,14.68,7.76,3.47,18.76,9.39,6.17
 宏璟,2527,,1.16,-0.4,0.15,8.7,7.28,5.21,0.61,12.44,13.61,-0.77,0.14,5.34,-1.76,-2.14,-0.99,5.45,3.07,2.77
 皇普,2528,,-0.91,-0.49,-0.79,0.06,-1.82,-1.2,0.19,4.31,4.49,2.85,2.88,14.45,-3.94,-2.62,-1.35,3.62,5.34,6.67
 華建,2530,,12.29,12.81,13.5,20.17,1.11,-1.13,-0.5,-6.04,-3.05,-1.87,-1.07,-1.51,0.32,2.18,3.05,1.29,1.66,1.95
 宏盛,2534,,3.25,2.91,0.11,4.55,3.77,4.61,-0.54,-2.61,-3.13,-2.42,-1.28,-1.47,-6.17,-4.5,-0.77,2.74,3.26,3.6
 達欣工,2535,,7.57,6.24,3.04,6.96,4.82,2.65,1.8,11.18,9.48,9.01,2.09,19.55,17.42,9.46,8.35,12.29,10.54,6.2
 宏普,2536,,11.63,10.71,8.15,13.3,11.22,8.3,6.6,11.35,5.9,3.69,3.86,9.57,1.48,-0.12,0.95,10.96,11.56,7.8
 聯上發,2537,,9.89,9,6.29,17.97,1.12,1.46,0.86,9.87,8.61,5.12,3.51,30.4,25.43,22.78,17.21,14.94,10.4,9.88
 基泰,2538,,-0.89,0.14,1.23,21.17,23.3,22.55,6.96,19.35,19.42,18.57,0.86,14.68,10.93,1.65,0.66,13.09,7.82,4.57
 櫻花建,2539,,2.3,2.24,2.34,22.93,15.37,15.64,0.23,31.86,25.9,15.86,0.58,40.2,11.3,11.58,-0.78,6.48,6.38,1.4
 愛山林,2540,,5.2,1.2,0.15,5.85,2.57,0.94,0.87,3.02,6.47,2.02,-2.86,25.61,-89.4,-28.25,-18.81,-47.7,-29.93,-19.26
 興富發,2542,,15.58,9.68,6.86,24.33,8.74,7.43,7.82,36.54,31.68,11.28,2.67,29.4,25.05,21.73,17.93,25.67,15.9,10.28
 皇昌,2543,,3.42,2.66,1.43,5.07,5.13,3.12,2.2,13.64,8.67,3.62,1.1,14.22,2.64,0.1,0.03,0.64,0.14,0.3
 皇翔,2545,,21.52,19.89,4.01,0.86,-1.83,-1.14,0.14,16.85,9.94,5.77,-1.63,14.98,15.58,12.77,4.88,50.41,46.81,34.48
 根基,2546,,8.98,4.56,2.32,6.41,6.61,2.54,1.03,8.28,7.7,6.06,3.52,8.66,7.05,4.94,2.45,6.16,3.87,1.16
 日勝生,2547,,-36.33,-28.07,-1.72,-8.77,-6.3,-1.63,-0.54,-2.38,-1.72,-1.1,-0.2,80.12,70.6,-8.31,-3.43,5.58,0.66,1.09
 華固,2548,,7.51,-0.54,-0.24,19.28,16.51,14.06,8.49,10.84,-1.37,-2.53,-0.48,25.2,23.82,24.42,23.91,13.72,2.47,2.08
 綠意,2596,,14.17,4.5,-0.26,3.52,3.04,3.07,3.5,13.48,13.29,8.88,3.54,19.26,10.41,11.2,10.78,18.09,7.65,6.38
 潤弘,2597,,8.14,3.39,1.44,14.02,11.21,5.98,2.91,24.76,18.91,9.8,4.48,26.96,18.75,11.59,5.29,8.19,4.27,2.53
 益航,2601,,-8.31,-4,-4.15,-9.73,-6.84,3.13,2.02,3.42,3.01,4.98,2.99,1.5,0.34,-1.15,-0.43,7.92,4.85,3.71
 長榮,2603,,-13.1,-10.06,-7.78,-7.51,-1.16,2.76,2.82,3.26,1.57,-2.54,-3.23,-3.39,-4.06,-4.19,-3.24,-0.65,-0.47,-4.6
 新興,2605,,3.89,3.1,1.99,6.97,5.32,3.23,1.73,6.44,5.02,3.7,2.27,7.46,6.21,5.45,2.78,14.45,11.05,7.87
 裕民,2606,,-4.44,-4.35,-2.43,2.95,2.17,0.68,0.23,7.76,6.88,3.93,1.4,6.28,3.59,1.8,0.79,7.04,6.09,4.1
 榮運,2607,,2.83,2.03,0.91,3.95,3.05,2.04,0.93,3.29,2.23,1.14,0.59,2.97,2.26,1.36,0.67,2.55,2.22,1.64
 大榮,2608,,12.22,9.2,4.06,16.52,12.91,9.05,3.37,12.76,9.53,5.81,2.76,12.18,9.38,5.82,2.48,11.41,8.52,5.36
 陽明,2609,,-52.36,-31.09,-12.33,-22.2,-10.68,0.57,0.63,1.21,0.4,-4,-4.69,-8.07,-11.49,-14.68,-7.2,0.19,-7.83,-17.16
 華航,2610,,3.32,2.36,2.46,10.63,9.44,5.61,3.56,-1.15,-4.69,-7.16,-5.24,-1.79,0.55,-2.22,-2.08,0.46,1.04,-1.76
 志信,2611,,-0.68,0.9,0.2,1.15,2.26,1.06,0.95,2.09,1.8,-0.45,0,0.37,-2.14,-1.45,0.09,30.47,32.63,36.76
 中航,2612,,1.26,1.02,0.71,3.04,2.12,1.24,1.34,3.19,2.24,1.27,0.64,4,3.36,1.96,1.23,5.73,3.86,2.56
 中櫃,2613,,1.09,1.28,0.1,0.85,0.09,0.46,-0.25,4.33,3.28,1.84,0.24,3.28,1.84,1.2,0.04,1.93,0.83,-0.01
 東森,2614,,6.73,0.18,-5.71,-35.98,-13.15,-7.98,-6.29,-38.46,-32.49,-27.31,-13.87,-1.98,-1.53,-6.29,-8.18,-38.39,-17.81,-16.31
 萬海,2615,,1.03,0.82,0.04,10.95,11.74,9.04,5.64,15.86,11.12,5.63,2.07,6.98,3,1.85,0.37,6.13,4.85,2.68
 山隆,2616,,9.07,5.62,2.13,7.61,5.7,3.57,1.53,8.1,6.21,3.32,1.36,9.33,7.3,4.23,2.17,11.71,10.04,6.44
 台航,2617,,-0.15,0.02,0.09,0.94,1.02,0.52,0.84,3.12,2.27,1.82,0.96,5.79,4.98,4.36,2.71,6.73,5.43,3.99
 長榮航,2618,,8.86,4.61,2.16,14.53,13.38,8.27,4.66,-1.98,-0.5,-1.36,-1.96,3.21,2.74,-2.17,-1.99,2.53,2.63,-1.5
 台灣高鐵,2633,,5.22,3.73,1.83,39.68,-2.95,-1.32,-0.94,12.56,,11.16,,7.93,,5,,11.69,,5.67
 漢翔,2634,,12.91,9.31,4.11,18.6,15.51,8.42,4.03,20.02,13.13,9.47,4.87,16.51,18.14,12.94,,15.49,,8.93
 台驊,2636,,3.87,2.14,0.24,13.03,10.4,7.07,2.17,12,11.02,4.95,0.85,8.35,8.03,4,0.35,5.54,3.7,0.38
 慧洋-KY,2637,,3.33,3.17,2.97,7.99,6.52,4.08,1.98,7.56,5.42,3.92,2.71,8.91,7.04,6.02,3.73,20.75,18.32,14.21
 大車隊,2640,,8.79,5.81,3.61,14.89,13.03,9.44,3.97,22.06,16.1,11.02,5.2,20.74,15.51,10,4.24,18.15,17.36,11.07
 正德,2641,,-0.82,-1.06,-0.86,3.9,1.23,1.07,0.22,4.45,3.27,2.74,1.48,4.81,3.47,1.98,-0.08,3.56,,2.73
 宅配通,2642,,4.67,4.18,2.92,5.89,6.11,5.58,2.38,9.4,6.26,5.15,2.72,14.24,12.39,9.89,5.58,24.69,,10.72
 捷迅,2643,,21.27,13.52,6.99,20.84,14.89,10.07,3.37,11.83,,5.33,,8.14,,-0.42,,23.74,,
 萬企,2701,,4.55,2.75,1.23,4.99,4.37,2.61,1,4.55,3.84,2.29,0.8,3.54,2.95,1.64,0.51,3.79,2.64,1.98
 華園,2702,,4.41,3.63,1.72,4.84,4.39,2.87,1.58,5.82,4.25,3,1.24,3.74,3.42,2.1,1.46,7.23,6.1,4.57
 國賓,2704,,3.38,1.74,1.24,4.42,3.72,2.1,1.3,4.55,3.81,2.08,1.34,4.2,3.34,1.72,1.13,3.24,2.45,1.48
 六福,2705,,-6.2,-4.1,-1.41,-2.39,0.07,-0.4,-0.21,-0.4,-0.97,-1.87,-0.73,-2.84,-3.55,-2.32,-0.86,-2.1,-1.78,-2.44
 第一店,2706,,5.47,3.46,1.62,6.1,5.36,3.32,1.33,5.67,4.77,2.87,1.03,4.66,3.7,2.09,0.69,4.52,3.01,2.24
 晶華,2707,,17.63,12.43,6.27,30.92,22.4,17.15,7.73,31.86,22.42,16.24,8.3,34.66,25.02,18.87,9.75,33.37,25.69,18.23
 遠雄來,2712,,4.68,1.89,0.92,6.74,5.78,2.33,0.99,7.54,6.68,1.98,0.4,5.61,5,0.28,-0.44,6.21,,0.5
 晶悅,2718,,1.31,1.89,1.61,5.94,4.01,3.03,1.99,4.62,2.69,2.28,1.13,0.62,2.22,1.99,0.68,5.32,2.74,2.55
 燦星旅,2719,,-5.85,-3.67,-0.82,-3.12,2.79,4.47,3.92,5.49,6.26,2.64,2.94,11.98,12.81,6.16,5.09,3.9,6.25,0.92
 夏都,2722,,8.09,3.87,1.04,10.57,9.72,4.06,0.99,12.06,11.31,4.56,0.96,10.63,11.3,4.41,0.66,12.4,11.4,4.2
 美食-KY,2723,,15.84,9.74,4.82,16.12,11.28,5.67,2.81,8.33,5.21,3.2,2.93,9.66,8.11,5.47,2.96,16.54,14.01,9.84
 富驛-KY,2724,,-80.51,-21.2,-10.31,-20.87,-9.86,-1.12,-6.3,8.42,6.85,2.8,-2.73,8.8,5.52,1.13,-3.12,9.82,8.38,3.87
 雅茗-KY,2726,,15.91,7.94,2.72,13.07,10.61,4.11,2.07,14.3,15.31,9.1,5.48,24.18,17.41,3.42,2.29,23.79,,
 王品,2727,,9.6,5.43,2.7,4.8,8.52,7.84,4.59,17.95,16.69,12.25,6.66,23.1,20.2,14.22,7.08,36.04,30.61,19.98
 瓦城,2729,,14.34,9.49,4.61,15.39,13.03,9.17,4.26,14.36,12.83,8.63,4.63,14.32,12.68,8.42,3.89,17.31,14.21,20.8
 雄獅,2731,,10.53,7.91,3.33,20.7,18.98,14.82,6.26,18.7,16.15,9.68,4.01,24.01,19.82,14.55,7.79,16.56,,7.08
 六角,2732,,10.68,5.1,2.16,19.32,14.76,7.79,4.25,25.24,15.55,9.85,4.25,32.93,24.9,20.04,,49.9,,36.33
 易飛網,2734,,-3.89,-1.65,-0.83,-1.64,-0.78,1,1.27,9.56,8.07,5.11,2.99,16.33,14.2,9.04,4.32,7.79,,0.89
 高野,2736,,3.98,4.6,4.41,24,20.27,17.41,5.16,16.8,13.98,8.9,6.12,12.48,,10.87,,28.57,,29.92
 寒舍,2739,,10.33,8.18,6.84,22.22,12.32,10.81,6.75,21.1,15.44,13.26,,19.44,,,,19.54,,
 天蔥,2740,,-8.38,-5.57,-2.79,10.47,16.27,11.86,5,37.81,,20.93,,56.37,,41.94,,31.31,,
 雲品,2748,,17.46,12.71,7.86,24.13,15.32,12.27,7.58,18.74,,,,0,,,,,,
 彰銀,2801,,7.02,4.63,2.58,9.36,7.46,4.89,2.39,9.41,7.95,5.28,2.72,8.12,6.55,4.43,2.22,8.49,7.57,5.02
 京城銀,2809,,11.71,7.42,3.81,13.25,10.56,8.6,4.09,20.2,15.63,11.35,5.03,18.69,14,9.21,5.04,19.32,14.6,9.4
 台中銀,2812,,6.24,3.97,1.95,9.19,7.63,5.57,2.83,11.19,9.34,6.31,3.27,10.38,8.62,5.97,2.81,10.38,7.8,4.87
 旺旺保,2816,,4.03,1.69,1.53,7.42,6.36,8.95,6.69,17.77,17.52,12.83,6.1,19.47,17.88,9.51,5.68,12.72,10.21,6.41
 華票,2820,,5.86,4.27,2.06,7.34,5.51,3.71,1.76,6.53,5.2,3.36,1.83,6.71,5.78,4.7,3.52,5.47,4.82,3.85
 中壽,2823,,10.14,6.75,3.08,11.69,13.96,7.49,4.22,9.52,9.14,4.4,2.47,9.03,6.92,4.26,3.21,10.32,11.33,6.01
 台產,2832,,5.05,2.4,1.54,14.61,12.52,10.46,3.17,9.25,6.75,4.72,3,12.4,9.54,5.55,2.82,12.38,10.86,6.35
 臺企銀,2834,,5.74,3.77,1.98,7.84,5.89,3.98,2.12,8.86,6.67,4.33,2.09,6.51,4.05,2.83,1.35,6.68,5.13,3.32
 高雄銀,2836,,4.04,2.65,1.37,5.09,4.08,2.71,1.46,4.61,3.23,1.94,1.24,3.94,2.84,1.84,1.05,3.63,2.89,2.07
 聯邦銀,2838,,5.7,3.5,1.86,9.31,6.76,4.17,2.23,10.24,7.89,5.26,2.5,10.71,8.12,5.61,2.72,11.29,9.6,6.51
 台開,2841,,0.97,1.78,0.17,12.29,1.52,0.27,-0.95,40.21,-1.85,-0.5,0.09,26.82,5.28,1.75,-1.63,2.52,-2.26,-0.9
 遠東銀,2845,,6.2,4.18,2.19,10.43,8.36,5.6,2.94,11.37,9.25,6.23,3.19,11.05,9.93,6.84,3.39,10,8.76,6.12
 安泰銀,2849,,2.26,1.47,0.22,11.27,7.43,4.76,2.13,12.03,8.92,6.44,2.6,10.69,7.3,7.29,3.39,17.75,10.86,6.93
 新產,2850,,11.33,6.83,2.79,15.69,12.99,6.45,2.83,14.23,12.48,6.43,4.45,14.51,9.56,6.07,2.81,13.07,8.63,4.86
 中再保,2851,,6.66,3.33,0.8,8.14,5.92,5.25,3.24,9.42,7.81,5.21,2.46,8.6,8.13,2.65,1.87,8.99,7.79,5.86
 第一保,2852,,6.79,3.03,2.35,3.98,2.18,5.33,2.53,8.48,6.64,3.32,2.3,14.77,12.16,9.24,7.09,14.44,11.3,6.54
 統一證,2855,,4.56,1.38,0.84,4.2,2.92,4.14,2.39,6.98,5.25,4.82,2.05,6.2,4.22,2.27,1.38,5.25,4.32,2.8
 元富證,2856,,3.75,2.34,0.3,7.18,2.96,2.29,1.62,7.2,4.97,4.5,1.59,4.26,2.85,1.92,1.64,4.17,3.62,2.19
 三商壽,2867,,13.83,9.54,0.64,10.56,15.58,10.28,2.7,10.17,9.5,3.52,-2.86,10.67,9.91,6.6,1.93,8.53,15.72,5.33
 華南金,2880,,6.78,4.99,2.38,9.48,7.21,5.23,2.51,9.39,7.11,4.65,2.2,7.58,5.81,4,1.98,6.87,5.77,4.04
 富邦金,2881,,9.53,5.82,2.27,16.11,14.96,10.44,4.66,15.96,14.92,7.77,3.82,11.53,9.26,5.88,3.22,10.76,8.61,4.6
 國泰金,2882,,8.18,3.1,1.79,12.86,12.44,9.45,4.03,12.13,11.42,7.71,3.18,10.82,8.82,5.37,2.21,7.32,5.59,2.43
 開發金,2883,,2.7,1.18,0.69,5,3.58,3.01,1.58,6.28,4.7,2.84,1.6,5.06,3.88,2.2,0.89,3.72,3.2,1.77
 玉山金,2884,,8.59,5.86,3.02,11.23,9.21,6.04,2.88,11.12,9.01,6.04,3.33,10.65,8.44,5.7,2.97,10.03,8.32,5.76
 元大金,2885,,5.31,3.23,1.69,6.27,5.99,4.29,2.26,9.48,8.13,6.93,2.32,5.01,3.63,2.11,1.06,4.23,3.24,2.09
 兆豐金,2886,,6.03,3.27,2.57,10.56,8.28,5.98,3.1,12.04,9.64,6.62,3.27,9.95,8.55,5.68,2.89,10.33,8.57,6.22
 台新金,2887,,7.88,5.47,3.1,11.06,9.72,7.16,3.88,6.18,9.63,6.67,3.57,10.82,8.99,6.41,3.24,9.31,8.06,5.09
 新光金,2888,,1.61,-0.56,-2.09,5.5,3.72,5.2,2.78,6.53,6.57,2.83,1.21,10.04,10.94,7.2,7.64,11.8,12.29,9.6
 國票金,2889,,5.51,3.77,2.03,4.69,3.64,2.68,1.45,5.48,4.84,3.74,2.01,4.39,2.72,1.66,1,4.35,4.02,3.21
 永豐金,2890,,5.27,3.78,2.05,8.44,7.06,5.2,2.86,11.13,10.05,6.53,2.7,10.46,8.21,5.88,2.88,10.11,7.97,5.28
 中信金,2891,,8.24,5.12,2.33,13.96,10.67,7.52,4.17,18.68,17.91,13.87,3.94,11.89,10.24,7.51,3.72,12.4,8.45,6
 第一金,2892,,7.1,4.68,2.32,9.32,7.09,5.25,2.63,9.53,8.05,5.71,2.55,7.94,6.85,4.74,2.2,7.73,6.89,5.11
 欣欣,2901,,3.21,1.17,0.69,4.63,4.02,1.58,0.76,4.18,3.46,1.44,0.71,4.29,3.52,1.56,0.77,4.12,3.43,1.38
 遠百,2903,,1.86,1.41,1.05,5.64,2.91,1.09,0.51,5.62,3.48,2.54,1.33,8.31,5,3.46,2.64,7.26,3.78,2.39
 匯僑,2904,,8.78,6.67,3.73,16.02,13.39,9.42,4.34,15.73,12.95,8.59,3.99,14.92,12.49,8.8,4.68,17.38,14.29,9.17
 三商,2905,,14.02,9.15,1.14,11.09,15.72,10.38,2.59,10.25,9.85,3.94,-2.38,7.37,6.57,4.61,0.84,7.26,14.28,5.66
 高林,2906,,1.25,0.54,0.45,4.29,5.04,5.6,1.17,6.47,4.61,1.61,0.59,2.34,1.07,0.07,0.28,2.41,2.58,1.96
 特力,2908,,7.76,5.74,4.04,9.07,7.72,5.75,4.15,10.11,7.68,5.6,3.91,9.53,7.02,5.1,3.66,10.72,9.28,6.36
 統領,2910,,1.66,0.44,0.34,3.59,2.38,1.8,0.84,7.59,6.42,5.39,2.58,4.43,3.59,2.69,1.51,5.47,3.82,2.48
 麗嬰房,2911,,-4.9,-2.89,0.54,-1.57,-2.22,-2.03,1.01,-2.75,-5.33,-4.75,-1.47,-1.7,-3.84,-2.07,1.4,4.81,3.73,1.88
 統一超,2912,,28.33,19.05,8.46,30.76,25.33,16.94,7.53,35.47,30.33,21.42,11.1,35.79,29.73,20.48,8.94,29.98,25.35,16.33
 農林,2913,,2.16,1.27,0.79,4.88,3.92,2.7,1.45,5.88,3.7,1.99,1.15,7.49,5.15,3.64,2.35,7.92,3.14,1.89
 潤泰全,2915,,17.42,10.06,8.03,22.78,18.65,9.97,4.27,12,9.82,4.46,2.26,116.54,17.87,10.73,4.32,14.16,7.42,7.86
 滿心,2916,,1.76,2.56,2.07,8.91,3.26,4.02,2.26,7.49,1.52,2.49,1.84,5.29,-0.26,0.81,-0.3,3.06,-0.38,1.25
 鼎固-KY,2923,,2.92,2.4,0.65,6.47,3.94,2.6,1.05,5.76,3.83,0.99,0.52,6.6,2.16,1.15,0.49,5.31,3.16,3.26
 東凌-KY,2924,,0.13,0.04,0.02,2.7,1.39,0.84,0.35,9.79,6.41,3.92,1.7,18.06,13.12,8.53,4.37,19.18,14.11,8.91
 誠品生活,2926,,22,14.96,8.04,26.84,18.69,12.44,7.01,25.32,17.04,11.36,6.41,28.18,22.77,14.82,7.7,33.44,29.16,19.66
 紅馬-KY,2928,,5.59,5.37,2.22,5.26,0.23,0.07,0.67,4.41,-2.42,-4.29,,0.05,-6.77,,,7.66,4.65,
 淘帝-KY,2929,,15.22,14.14,6.01,25.11,15.89,11.6,5.36,26.69,17.19,12.64,6.34,32.83,29.96,17.92,8.67,45.91,,
 客思達-KY,2936,,9.08,6.35,3.87,7.1,4.48,3.44,2.66,7.7,8.77,,,9.19,,,,,,
 歐格,3002,,3.51,1.92,1.06,3.09,2.12,1.77,0.89,5.77,4.95,3.33,2.5,3.9,3.35,1.85,0.2,4.43,3.61,2.48
 健和興,3003,,6.24,4.29,1.96,9.6,7.75,4.39,2.2,11.17,8.65,6.03,3.2,9.96,6.8,3.76,2.33,12.1,10.57,8.64
 豐達科,3004,,11.81,8.46,4.1,23.18,16.52,9.87,4.99,-7.21,-8.69,11.19,7.08,14.28,10.44,9.02,6.56,28.34,21.18,15.12
 神基,3005,,8.64,5.15,2.27,9.74,6.97,4.97,2.81,6.15,1.9,2,0.34,3.84,2.21,1.56,0.77,3.66,2.28,1.85
 晶豪科,3006,,5.55,4.28,1.99,7.34,6.61,4,3.35,18.39,13.76,8.46,4.29,12.37,10.41,7.77,2.96,-3.24,-0.32,-1.43
 大立光,3008,,21.76,11.7,5.58,44.09,33.85,19.5,9.11,50.72,34.75,21.09,9.39,35.95,24.82,16.29,7.72,26.02,13.53,7.96
 華立,3010,,8.27,5.44,3.29,11.59,8.44,5.54,2.74,13.6,10.15,6.51,3.11,13.46,10.19,6.53,3.32,12.44,9.75,5.93
 今皓,3011,,-1.67,-2.95,-2.38,-7.37,-6.57,-3.96,-1.16,-4.63,-2.59,-1.63,-0.71,-6.15,-4.61,-2.72,-1.5,0.27,0.31,0.21
 晟銘電,3013,,5.58,2.22,-1.34,3.13,3.22,0.03,-0.57,6.14,-1.08,0.06,1.58,4.75,2.74,0.46,-0.36,1.87,-2.79,-3
 聯陽,3014,,7.95,4.44,2,9.14,6.77,3.66,2.57,10.26,9.38,5.99,2.78,5.95,4.5,1.92,0.81,5.61,4.77,3.22
 全漢,3015,,2.4,1.28,0.59,4.52,1.31,-0.51,0.21,5.52,4.43,2.1,1.27,7.6,6.32,4.59,1.42,10.17,9.03,6.18
 嘉晶,3016,,1,1.95,0.66,-1.41,2.89,4.4,2.48,1.58,2.48,3.36,1.95,-2.6,0.74,-0.17,-0.58,-4.46,-3.11,-4.33
 奇鋐,3017,,7.51,4.58,2.38,8.67,6.05,3.61,1.99,9.35,7.15,2.7,0.83,3.31,2.42,1.31,0.29,-0.78,-0.67,-0.5
