companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 信昌化,4725,,-10.37,-7.96,-8.67,-39.41,-27.97,-19.14,-12.46,-9.57,-3.58,-2.01,-0.81,-9.93,-5.85,-2.34,-0.78,-1.27,0.26,1.82
 永昕,4726,,-9.75,-8.03,-4.2,-7.17,-6.07,-5.7,-2.29,-5.21,-5.42,-3.04,-2.62,-9.4,-15.01,-9.17,-5.93,-47.59,,-23.57
 雙美,4728,,-1.92,-2.65,0.58,-7.26,-3.75,-2.23,-0.17,2.99,2.13,0.88,0.9,7.27,5.63,4.07,2.05,2.7,0.39,1.16
 熒茂,4729,,10.29,5.91,4.08,2.4,-1.57,-2.53,-2.71,-0.86,-0.72,-1.27,-5,-40.87,-20.3,-14.44,-7.93,-18.68,-10.73,-6.5
 豪展,4735,,11.48,5.42,3.55,16.05,11.91,5.24,2.24,8.08,4.99,2.2,0.26,-9.35,-3.97,0.56,-2.42,-7.63,-4.69,-4.78
 泰博,4736,,12.85,10.09,4.84,16.17,12.71,4.29,0.66,17.94,14.2,7.96,4.98,15.78,11.49,9.74,4.97,6.96,3.98,2.22
 華廣,4737,,4.23,2.1,0.49,5.08,4.62,2.44,1.49,4.49,1.5,0.47,0.25,8.71,8.14,5.18,2.02,3.27,2.57,0.21
 康普,4739,,8.9,7.32,5.32,7.42,5.84,4.84,3.02,11.42,9.11,6.17,1.49,1.09,0.74,-0.11,-0.48,1.72,1.94,2.06
 合一,4743,,0.86,-2.21,-1.26,-3.96,-2.79,-2.01,-1.02,10.24,8.16,-0.9,-0.97,14.71,16.58,7.49,1.06,-1.98,-2.72,0.26
 合富-KY,4745,,7.44,5.64,2.94,20.45,10.09,8.53,5.56,21.77,16.18,11.86,6.52,26.89,21.89,16.02,6.97,26.08,21.45,15.15
 台耀,4746,,9.39,7,2.91,8.69,5.69,1.97,1.37,9.46,7.62,4.43,2.19,-3.32,-5.94,-10.21,-10.36,0.28,1.51,2.64
 強生,4747,,5.75,4.35,2.31,8.53,5.86,3.89,1.88,11.74,9.81,6.29,3.02,13.7,10.68,7.67,3.74,13.18,,5.68
 國碳科,4754,,16.65,13.53,3.68,20.55,12.9,6.35,3.92,12.51,,3.45,,13.08,,7.52,,4.57,,
 三福化,4755,,8.56,5.85,1.7,8.19,5.77,3.39,1.48,6.2,4.6,2.92,0.42,6.23,5.74,4.51,2.17,13.32,,
 三汰-KY,4762,,13.33,9.23,4.18,17.58,13.89,10.11,3.41,29.18,19.31,14.51,7.46,36.46,,,,,,
 材料-KY,4763,,14.63,10.73,4.37,25.13,22.2,15.11,7.95,37.24,,,,,,,,,,
 VHQ-KY,4803,,15.49,7.07,3.08,14.77,10.04,-0.49,-3.85,15.49,6.02,1.05,0.32,47.77,,,,,,
 大略-KY,4804,,12.09,11.61,2.27,24.13,15.93,12.76,0.32,19.15,1.73,6.6,0.37,14.76,,16.98,,-74.34,,
 昇華,4806,,0.12,0.34,1.75,9.29,4.87,4.85,4.03,12.93,,7.71,,10.18,,5.86,,,,
 聯光通,4903,,-3.69,-1.77,-0.41,5.13,4.35,-0.1,1.08,7.68,2.75,0.07,-0.3,-2.16,-3.55,-2.74,-1.22,9.21,6.88,2.85
 遠傳,4904,,13,8.67,4.06,15.78,13.04,8.76,4.01,15.65,13.05,9.29,4.15,16.07,12.6,8.36,3.73,14.52,11.46,7.34
 台聯電,4905,,7.4,4.2,2.43,3.69,1.7,-0.05,0.63,0.87,0.5,0.49,-0.02,-0.46,-1.01,-1.13,-0.65,14.07,11.36,7.11
 正文,4906,,4.94,2.46,0.55,2.43,2.46,0.73,0.59,0.82,0.72,0.68,0.55,5.13,5.07,4.2,2.48,10.8,9.2,6.07
 富宇,4907,,-1.32,-1.32,-1.2,24.16,12.76,7.22,-1.07,9.48,-10.15,-5.25,-11.03,75.59,36.44,-23.33,-20.16,46,-26.76,-156.92
 前鼎,4908,,5.68,5.16,2.8,4.78,3.88,2.03,1.38,16.95,13.09,9.61,4.92,11.61,8.91,6.07,3.17,15.6,13.21,9.86
 新復興,4909,,5.12,3.6,2.2,9.54,6.78,2.69,1.58,11.76,9.53,6.41,3.65,12.91,10.12,6.91,3.04,9.21,6.57,3.74
 德英,4911,,-1.58,-0.81,-0.33,-1.43,-1.61,-1.33,-0.48,1.65,1.19,0.77,0.45,-0.46,-0.14,-0.37,-0.76,-1.38,-0.61,-0.55
 聯德控股-KY,4912,,4.78,0.54,-2.7,13.49,10.07,4.49,3.82,19.85,12.11,8.15,2.76,12.92,10.84,5,2.54,24.37,26.23,19.76
 致伸,4915,,10.8,6.47,3.36,15.65,11.26,7.19,3.4,18.03,14.78,9.32,4.17,9.05,9.36,6.68,3.1,22.07,17.79,13.07
 事欣科,4916,,10.98,6.14,2.14,-2.37,-0.73,-2.47,-0.72,0.9,1.08,2.55,1.75,14.43,14.81,10.15,5.98,25.22,,16.73
 新唐,4919,,15.07,10.8,2.5,15.54,13.46,8.81,3.24,11.99,11.02,8.04,1.56,9.17,8.37,6.48,2.27,21.51,20.39,14.51
 欣厚-KY,4924,,-15.61,-12.44,-5.64,-14.7,-4.81,-0.09,-0.78,-7.5,-1.46,-2.19,0.08,-10.49,-7.9,-10.98,3.24,-17.15,0.96,-2.58
 泰鼎-KY,4927,,8.27,5.65,2.43,13,9.74,3.64,1.57,12.77,11.24,7.51,3.93,13.72,11.48,6.48,4.65,24.74,20.47,13.12
 燦星網,4930,,1.76,1.24,0.5,-0.33,0.12,-0.25,0.39,14.02,2.81,0.66,0.25,0.88,1.19,-0.17,0.62,-4.55,-5.49,-7.17
 友輝,4933,,3.65,2.18,0.63,6.03,3.5,1.13,0.41,8.34,7.3,5.31,2.74,16.93,13.72,10.13,5.12,28.64,20.17,11.92
 太極,4934,,-1.82,5.07,3.46,6.79,2.56,-0.13,0.6,4.47,4.37,4.67,3.36,7.26,5.1,2.92,-2.69,-49.57,-8.93,-6.29
 茂林-KY,4935,,10.87,6.92,2.75,14.55,10.62,5.33,2.52,10.84,8.14,4.81,2.73,4.27,3.15,1.73,1.13,6,4.26,1.48
 和碩,4938,,8.42,5.19,2.51,15.72,11.35,7.38,4.02,11.87,8.12,4.14,2.34,10.49,7.27,4.55,2.62,8.1,5.16,3.15
 亞電,4939,,-3.31,-4.9,-2.6,-12.94,-9.67,-7.5,-4,5.8,5.07,2.73,0.73,7.68,5.9,4.42,1.4,4.33,3.06,2.61
 嘉彰,4942,,4.1,2.88,1.19,-6.83,-5.34,-0.98,-0.49,4.92,3.98,2.57,2.02,6.67,4.48,2.16,1.65,8.55,5.35,2.76
 康控-KY,4943,,5.83,2.78,1.69,13.25,8.96,5.87,2.93,9.72,,3.35,,2.02,,-3.55,,1.87,,1.93
 兆遠,4944,,-20.42,-14.64,-6.29,-21.19,-11.53,-6.56,-3.94,2.52,1.67,0.66,-1.14,-20.81,-12.58,-8.28,-4.2,-17.64,-3.71,0.8
 辣椒,4946,,-26.28,-18.15,-6.13,-82.45,-37.43,-15.44,-6.11,-14.47,4.5,3.65,0.07,-8.94,-5.08,-5.65,-3.97,-10.5,0.81,1.5
 昂寶-KY,4947,,19.32,11.5,3.42,22.69,15.7,8.61,3.58,25.44,21.24,15.82,6.72,28.44,22.53,13.4,4.86,21.37,16.28,9.82
 牧東,4950,,7.52,5.49,4.8,1.08,5.07,-1.86,-0.67,-29.57,-19.82,-21.3,-19.46,-4.91,-16.3,-10.38,-4.23,-3.37,-3.84,-4.73
 凌通,4952,,16.33,11.8,3.49,18.48,15.05,8.85,2.19,15.31,12.45,7.79,1.17,16.05,15.19,9.73,2.02,3.27,7.41,3
 緯軟,4953,,4.03,2.49,1.31,1.52,5.97,4.76,2.56,13.42,10.02,7.48,3.2,7.95,4.84,3.47,2.18,7.74,,10.86
 光鋐,4956,,-1.87,-0.81,-1.04,1.08,2.54,1.31,0.77,5.76,4.49,2.96,1.25,3.1,2.05,1.11,0.42,4.4,4.71,3.64
 臻鼎-KY,4958,,5.11,1.58,0.74,20.82,13.93,8.4,4.06,23.33,12.98,7.38,3.5,23.77,15.24,8.86,4.96,21.65,14.98,10.38
 奇美材,4960,,-9.99,-6.35,-2.83,8.03,7.28,4.97,3.13,18.54,13.29,8.67,4.69,23.87,19.38,13.25,4.64,19.21,14.34,10.67
 商店街,4965,,-0.44,0.11,0.08,3.47,2.76,2.55,1.45,8.21,6.12,4.12,1.83,12.58,10.86,6.95,2.87,14.83,10.14,6.12
 譜瑞-KY,4966,,15.09,10.71,5.43,19.26,14.6,9.65,4.65,26.04,20.69,12.82,6.2,18.65,9.93,4.97,1.46,46.45,40.02,26.72
 立積,4968,,11.8,8.44,3.05,24.72,28.03,17.31,6.88,17.32,11.78,10.3,3.35,5.61,,1.61,,-22.66,,1.72
 IET-KY,4971,,5.54,4.09,1.62,9.07,7.98,7.46,4.67,19.11,14.93,8.3,2.41,16.4,14.33,10.11,2.78,25.83,22.71,
 湯石照明,4972,,9.24,6.6,3.14,12.69,9.25,4.79,1.32,9.52,6.23,4.14,1.82,8.04,4.02,2.38,1.03,8.47,5.38,2.72
 廣穎,4973,,5.49,4.52,2.58,3.22,-1.81,-3.08,-0.77,8.23,8.49,4.78,3.32,18.72,12.5,9.95,5.52,21.6,17.51,8.85
 亞泰,4974,,11.33,4.66,0.11,14.94,12.73,7.82,3.4,16.4,13.19,8.09,3.67,17.63,13.13,7.93,3.06,18.54,16,11.95
 佳凌,4976,,-2.03,-2.76,-1.93,-8.07,-5.2,-4.77,-3.07,-2.36,0.32,1.49,1.11,9.57,9.23,6.24,1.72,16.31,14.01,7.93
 眾達-KY,4977,,15.79,11.36,5.18,18.15,13.05,8.45,4.62,17.5,13.14,8.66,3.49,18.37,19.02,12.46,5.49,18.73,,8.37
 華星光,4979,,-2.23,3.27,4.87,31.41,22.99,12.58,5.53,15.92,10.15,5.66,2.65,10.26,6.97,6.27,2.81,20.47,20.53,12.81
 科納-KY,4984,,15.31,10.05,4.52,9.59,5.86,1.88,0.66,7.24,5.48,2.22,1.01,0.14,-0.47,-2.11,-1.21,1.15,2.36,1.26
 科誠,4987,,8.86,5.94,2.82,20.34,17.91,9.54,3.91,23.4,17.91,12.17,5.95,22.25,16.39,9.21,3.16,19.03,14.45,9.02
 環宇-KY,4991,,12.08,5.62,0.99,19.34,14.35,6.9,2.83,16.85,10.24,6.73,4.12,15.98,6.79,6.09,2.83,1.37,,-1.79
 傳奇,4994,,-5.74,-2.15,-2.61,1.72,1.5,-1.3,1.32,21.84,17.98,11.6,8.1,22.33,9.83,5.56,3.28,29.73,23.78,14.63
 晶達,4995,,10.39,7.08,3.63,18.67,15.92,11.13,5.51,23.66,16.98,12.01,5.19,10.17,6.96,5.73,1.79,8.03,5.33,2.85
 鑫禾,4999,,10.07,5.14,1.59,16.01,10.89,5.37,3.1,20.22,14.25,9.04,2.9,20.12,13.65,8.8,5.2,26.01,19.26,12.13
 三星,5007,,15.38,10.41,4.71,17.46,13.33,8.79,4.38,21.33,16.99,12.07,6.04,22.53,17.51,11.62,5.14,13.52,11.72,8.23
 榮剛,5009,,1.84,0.95,0.06,6.2,6.64,4.09,2.23,6.68,4.39,2.69,1.08,1.91,1.15,0.58,-0.04,6.74,6.99,5.95
 久陽,5011,,7.25,6.69,3.12,5.43,2.43,0.28,-1.65,13.73,13,12.4,8.07,6.34,6.14,3.87,1.03,12.83,13.35,14.41
 強新,5013,,11,6.83,3.88,10.22,6.54,4.34,3.2,13.4,9.61,6.29,3.28,11.34,7.25,4.43,2.89,-0.45,0.97,2.1
 建錩,5014,,-1.56,-3.75,-5.21,-11.81,-8.25,-2.36,-1.25,6.89,7.51,6.63,-1.26,-3.41,-3.18,-2.73,-0.47,1.21,-2.01,-2.63
 華祺,5015,,10.93,8.93,3.64,13.71,8.12,2.12,0.3,22.26,16.52,9.81,5.84,10.95,7.72,7.37,4.64,-1.2,-2.65,-2.47
 松和,5016,,11.74,7.61,2.58,7.59,4.98,2.81,1.78,13.95,10.7,7.34,4.13,9.88,6.66,4.34,2.27,3.42,4.29,2.54
 富強,5102,,4.04,2.49,0.72,6.14,4.45,2.64,0.93,7.06,4.96,2.29,0.49,4.62,3.42,1.86,0.67,7.42,5.13,5.55
 凱衛,5201,,-3.72,-6.3,-2.43,10.65,7.2,1.86,2.75,10.28,5.2,4.9,1.21,12.48,14.01,9.69,9.72,4.29,0.21,-2.2
 力新,5202,,2.79,2.25,0.31,4.49,1.46,0.62,-0.7,2.12,-0.79,-1.4,0.1,-16.64,-7.99,-5.62,-0.68,-26.86,-18.65,-16.65
 訊連,5203,,4.15,3.44,1.97,11.85,8.6,5.08,2.2,14.64,10.36,6.59,3.51,14.81,11.02,7.66,4.08,13.52,9.41,6.78
 漢康,5205,,-39.81,-26.09,-10.39,-19.27,-7.08,-0.76,4.84,-70.74,-62.71,-37.88,-17.99,-179.35,-142.81,-114.78,-17.63,-120.1,-53.86,-38.92
 坤悅,5206,,7.54,-1.16,-0.45,21.25,10.34,1.79,-1.86,1.38,2.28,-3.79,-1.36,22.54,24.14,24.29,-2.46,16.78,22.55,24.15
 新鼎,5209,,10.64,7.5,3.14,15.57,11.86,7.87,3.81,15.34,11.78,8.54,4.21,18.97,14.74,9.16,2.68,23.88,21.22,13.88
 寶碩,5210,,-0.98,-0.9,-3.1,0.22,-1.1,1.48,-0.88,2.63,-0.08,-0.69,-0.12,-0.11,-1.55,-1.38,-0.61,0.35,-1.4,-0.34
 蒙恬,5211,,3.44,2.4,1.26,3.73,2.55,1.43,0.64,5.47,4.18,3.17,1.55,4.66,3.22,1.95,0.98,9.33,7.7,5.81
 凌網,5212,,1.77,-3.46,-4.89,8.17,3.17,-1.11,-4.04,5.97,0.3,-5.59,-4.31,-9.89,-14.24,-11.42,-8.15,2.62,-15.34,-14.03
 亞昕,5213,,-3.01,-1.6,0.39,12.34,6.82,7.96,7.92,10.18,0.22,0.32,-1,26.26,25.18,19.59,14.83,14.51,7.08,7.16
 科嘉-KY,5215,,2.24,0.94,0.21,11,8.06,5.07,2.17,11.89,8.79,4.75,1.48,3.01,2.2,0.94,0.5,12.58,9.51,6.95
 東科-KY,5225,,6.01,0.08,0.81,14.54,11.26,3.96,3.04,14.47,12.13,5.26,0.41,18.68,16.72,9.83,3.88,19.06,16.9,8.74
 立凱-KY,5227,,-0.7,-4.99,-3.98,-23.3,-18.71,-14.49,-6.28,-28.48,-22.84,-15.1,-5.24,-21.95,-17.31,-11.1,-4.38,-16.15,,
 雷笛克光學,5230,,6.24,3.51,1.64,8.93,7.07,4.74,1.17,7.38,5.82,3.64,0.98,11.59,9.59,6.93,2.06,15.67,11.17,6.31
 達興材料,5234,,11.99,6.8,2.77,13.85,11.06,7.7,4.17,16.18,11.13,7.01,3.44,22.98,17.2,11.83,5.89,22.7,16.67,11.33
 乙盛-KY,5243,,4.33,2.61,1.24,4.36,3.23,2.08,0.99,8.19,6.12,3.74,1.62,6.92,5.2,3.24,1.33,5.06,,
 智晶,5245,,26.48,20.19,10.3,24.35,17.5,8.21,4.16,20.82,15.51,9.7,5.48,5.43,2.31,1.05,,-8.63,,-1.68
 天鉞電,5251,,5.97,4.86,1.42,9.44,7.6,5.16,3,15.89,13.18,7.27,3.65,28.38,25.55,19.98,9.86,29.39,23.69,11.89
 美桀,5255,,9.43,3.65,0.76,1.68,0.91,0.56,0.24,7.8,6.74,6.25,2.96,16.19,11.01,10.21,4.17,9.45,,5.43
 清惠,5259,,-119.7,-100.65,-84.7,-102.08,-34.49,-9.56,-4.86,-18.96,-11.02,-6.89,-3.41,-6.69,-2.28,-1.14,1.76,7.37,,0.54
 智崴,5263,,0.71,-0.02,0.31,6.8,5.88,2.03,-0.1,30.03,31.41,25.99,17.67,-1.32,-17.86,-11.44,-5.93,15.61,13.8,6.34
 鎧勝-KY,5264,,5.84,4.55,2.95,18.99,12.03,6.72,3.16,18.46,13.5,8.75,4.36,29.79,22.35,16.02,9.54,25.17,15.26,6.77
 祥碩,5269,,16.49,8.67,4.52,15.96,10.74,3.58,2.85,19.57,15.07,10.47,4.31,7.81,6.12,4.92,2.02,24.72,28.77,19.47
 笙科,5272,,5.85,3.26,0.9,6.68,4.95,4.12,2.29,15.51,10.9,7.87,3.69,14.96,12.17,7.08,3.2,15.44,12.3,6.9
 信驊,5274,,27.02,17.32,7.96,35.48,28.27,16.57,8.96,35.83,26.86,17.98,7.84,30.24,23.03,15.71,9.03,34.69,26.07,16.78
 達輝-KY,5276,,7.2,4.72,2.35,11.92,9.73,6.17,3.57,11.39,8.34,5.67,2.28,23.05,16.77,7.65,7.18,-0.56,31.36,23.61
 尚凡,5278,,-39.06,-24.91,-8.47,-30.87,-14.54,-6.09,-4.06,4.6,5.82,4.35,3.35,31.59,24.97,15.36,12.7,56.95,33.99,20.2
 大峽谷-KY,5281,,7.97,-0.7,0.21,15.68,13.03,9.41,-1.28,13.03,,,,,,,,,,
 jpp-KY,5284,,8.88,6.26,2.94,15.15,14.05,8,3.05,15.89,13.54,8.98,3.95,17.85,16.13,8.05,,18.49,,
 界霖,5285,,6,3.47,1.82,10.64,9.04,4.78,2.49,15.45,11.6,8.04,3.34,10.14,7.27,4.91,2.67,7.92,,3.25
 數字,5287,,22.75,14.48,5.15,27.69,20.86,13.73,4.75,34.99,28.8,19.88,7.64,46.47,35.26,26.08,10.61,48.4,,24.54
 豐祥-KY,5288,,13.52,9.29,5.05,20.76,15.29,8.92,4.98,18.85,13.92,11.45,5.46,22.82,17.61,13.58,8.3,31.99,,
 宜鼎,5289,,12.07,8.48,4.82,23.61,17.41,9.98,4.76,27.82,19.7,12.79,5.63,21.15,18.77,13.87,7.09,23.11,,
 邑昇,5291,,-0.62,-0.02,0.03,1.6,2.73,0.35,0.12,14.03,16.17,11.91,6.91,17.71,13.25,9.86,5.51,19.21,,
 寶得利,5301,,-6.1,-1.79,0.06,4.24,4.36,7.33,4.91,18.55,17.35,15.84,10.79,20.75,12.14,11.08,-6.01,13.77,-11.39,52.1
 太欣,5302,,-1.8,-1.28,-0.67,-2.6,-1.81,-1.59,-1.08,-3.42,-2.65,-2.13,-1.28,-1.98,-1.16,-1.02,-0.38,-3.67,-2.22,-1.09
 鼎創達,5304,,-29.53,-11.77,-8.1,-30.83,-11.67,-16.04,-8.67,27.4,24.92,23.55,-3.7,-14.61,-17.13,-15.73,-16.88,-6.77,-2.54,0.91
 敦南,5305,,7.24,3.93,0.82,8.77,7.85,6.51,1.75,8.6,7.61,4.25,1.67,5.09,4.4,2.2,0.35,4.49,3.66,1.71
 桂盟,5306,,14.85,9.13,4.63,22.32,17.01,13.18,7.42,24.57,20.02,14.68,7.03,28.35,22.5,14.3,7.48,25.92,15.84,3.75
 系統電,5309,,-3.78,-1.64,-0.33,29.59,38.71,38.26,-5.61,-13.57,-12.24,-10.56,-3.75,-21.39,-9.77,-4.77,0.34,-0.74,3.5,-2.27
 天剛,5310,,-6.01,-5.79,-0.93,3.35,-1.3,-0.97,-0.79,-1.27,-1.05,0,-0.22,2.12,2.79,2.31,-0.35,23.8,-1.37,-0.76
 寶島科,5312,,13.47,8.34,4.33,16.98,13.59,8.79,4.49,17.15,13.87,8.55,4.78,19.8,15.09,9.74,5.88,21.55,16.69,12.62
 世紀,5314,,-22.6,-16.12,-5.59,-14.99,-11,-7.91,-4.1,-12.19,-8.89,-5.48,-3.25,-14.16,-11.71,-7.86,-1.78,-4,-3.52,-2.85
 光聯,5315,,29.94,19.3,9.04,41.38,28.8,15.58,8.15,12.92,1.41,-5.75,-5.38,-13.55,-9.33,-9.1,-4.06,-17.84,-11.53,-7.98
 凱美,5317,,-10.43,-10.68,1.01,-2.6,2.41,1.07,0.29,5.01,4.76,3.29,1.6,6.14,4.66,2.9,0.77,-3.18,-2.04,-1.81
 友銓,5321,,6.76,5.24,2.63,9.55,7.84,1.53,0.98,15.08,-0.3,-3.94,1.1,24.42,34.71,38.52,84.88,-113.68,-71.4,-50.97
 士開,5324,,11.2,15.28,-4.9,-26.78,-22.25,-15.6,-9.44,-15.45,-9.93,-5.29,-2.94,193.15,193.84,194.3,183.67,21.77,20.17,11.96
 華容,5328,,3.1,1.64,0.78,4.18,3.16,0.38,-0.33,-6.49,1.08,0.48,0.44,2.52,2.2,0.96,0.24,-3.7,1.64,1.21
 建榮,5340,,0.23,-0.71,-1.28,-6.05,-4.29,-2.82,-1.34,-8.4,-6.58,-3.68,-1.58,-11.07,-8.45,-5.87,-3.54,-6.32,-3.03,-1.67
 立衛,5344,,-5.45,-2.77,0.07,-11.36,-7.34,-4.44,-1.13,-12.18,-5.05,-2.94,-1.75,-1.95,-1.55,-0.86,-0.65,9.82,11.23,11.23
 天揚,5345,,-0.61,-3.26,-9.21,24.89,13.88,8.75,1.23,28.19,29.15,29.13,-0.72,1.06,0.89,1.06,0.72,-1.98,2.68,1.57
 世界,5347,,15.28,10.73,4.81,15.13,12.14,9.13,4.85,20.93,15.79,10.84,5.31,19.26,14.65,9.38,4.08,11.28,7.86,4.02
 系通,5348,,-40.95,-24.41,-11.02,-17.35,-11.91,-14.26,-5.97,-20.76,-16.8,-10.55,-4.21,-47.85,-30.33,-6.22,-2.2,10.65,9.67,6.61
 先豐,5349,,9.88,10.05,4.02,18.03,13.96,11.32,7.08,22.55,15.6,9.81,3.97,20.66,16.26,11.47,5.71,14.73,9.47,4.93
 鈺創,5351,,-7.1,-3.35,-1.67,-3.09,-0.95,0.51,0.48,2.25,1.57,0.47,0.16,-0.37,-1.76,-2,-2.9,-10.98,-11.8,-9.09
 台林,5353,,2.25,1.78,0.76,2.38,2.62,0.78,0.43,3.46,3.36,1.76,1.34,4.32,3.99,2.35,0.62,2.6,2.57,0.86
 佳總,5355,,-2.74,-2,-1.77,1.66,2.4,1.26,1.1,7.87,4.71,2.17,1.76,14.38,11.07,9.06,5.2,11.1,4.4,1.33
 協益,5356,,8.08,5.61,2.52,10.14,7.18,3.88,2.55,29.74,28.66,8.54,3.89,19.05,16.48,12.68,5.27,16.57,10.05,6.69
 力麗店,5364,,2.78,-3.25,-3.09,1.54,-0.9,-1.71,1.7,3.26,9.02,4.37,2.5,67.28,41.16,-70.38,-72.72,-144.83,-66.18,-42.98
 中光電,5371,,4.44,2.05,1.1,7.57,5.17,2.47,1.14,11.89,9.79,5.31,1.92,8.57,5.58,3.37,1.68,4.54,3.33,2.18
 合正,5381,,43.45,42.43,39.97,-12.15,-14.74,-23.99,-9.75,19.86,28.37,9.28,15.78,7.59,10.26,11.95,-2.29,-19.81,-27.16,-20.65
 金利,5383,,-8.95,-6.6,-3.71,-8.98,-5.77,-3.45,-1.15,3.72,4.41,3.51,1.47,1.6,1.89,-0.35,-1.15,-4.72,-3.28,-2.76
 捷元,5384,,1.84,1.12,0.55,1.54,0.17,0.34,0.84,1.25,-0.9,-0.54,0.15,0.37,-1.43,-1.57,0.14,0.18,1.12,1.04
 青雲,5386,,5.6,-0.45,0.24,17.66,13.97,5.91,-2.87,0.88,-0.13,1.32,2.38,14.27,13.03,10.54,5.17,93.56,90.17,44.95
 中磊,5388,,15.28,9.35,4.08,19.96,14.65,8.3,2.66,17.6,13.42,9.25,3.61,19.78,15.45,10.25,2.99,21.19,18.19,11.72
 應華,5392,,1.76,1.64,0.74,2.53,0.82,1.37,0.73,1.18,2.16,0.88,1.39,4.55,6.15,5.23,1.55,3.56,6.12,3.29
 圓方,5395,,0.45,0.19,-0.39,1.18,0.48,0.37,0.36,41.33,21.88,20.63,26.94,-156.59,-36.17,-21.22,-10.36,-41.08,-20.42,-14.01
 力瑋,5398,,-1.21,-1.41,-2.19,-18.95,-13.36,-13.3,-3.46,-1.03,-0.43,-5.12,-1,1.6,0.89,0.84,0.51,1.27,-0.07,-0.01
 中菲,5403,,12.06,10.06,4.48,13.23,8.5,6.08,2.6,14.31,9.37,5.52,2.54,17.83,14.29,7.93,3.25,14.84,11.3,7.45
 國眾,5410,,7.31,4.8,1.98,11.73,6.29,3.67,2.17,9.83,5.73,4.02,2.1,8.29,5.37,4.39,2.98,9.5,6.16,3.87
 台半,5425,,11.85,8.02,3.57,17.53,12.68,7.53,3.44,15.14,12.17,8.33,3.79,11.84,9.78,6.78,3.11,6.54,5.52,3.35
 振發,5426,,5.75,4.24,1.66,3.41,1.83,0.49,1.25,8.36,7.11,3.8,1.96,7.89,6.41,4.06,2.22,8.84,7.08,3.23
 達威,5432,,2,2.17,1.16,8.5,6.82,3.38,1.81,7.06,4.5,2.33,1.7,6.63,5.86,4.87,3.36,15.88,11.04,7.59
 崇越,5434,,14.79,9.96,4.72,16.62,12.67,8.23,3.82,15.82,12.04,7.62,3.31,15.73,12.57,8.73,3.87,16.86,13.37,8.2
 東友,5438,,7.85,2.44,1.07,9.55,8.95,2.39,0.52,7.2,6.69,4.41,2.54,2.63,-0.42,-2.94,-2.11,3.87,1.59,-1.28
 高技,5439,,11.84,9.08,3.8,10.3,8.75,5.01,2.82,13.12,9.98,6.57,2.93,8.38,7.17,4.27,1.89,10.41,8.81,6.1
 均豪,5443,,11.58,10.67,1.59,9.14,8.13,3.04,1.42,3.92,3.83,2.15,0.33,7.22,5.33,2.4,3.68,-10.09,-6.74,-8.13
 寶聯通,5450,,0.38,0.68,1.41,-8.41,-7.55,-7.1,-3.75,-11.51,-7.87,-6.68,-2.72,-4.6,-2.52,0.06,-0.46,-0.88,-0.18,-0.26
 佶優,5452,,0.11,-0.34,0.22,1.01,0.65,-1.37,-1.17,2.22,1.82,0.98,0.29,2,0.9,0.48,0.49,5.26,4.93,2.82
 訊利電,5455,,-0.75,0.77,1.84,-164.03,-56.06,-40.35,-25.57,-145.44,-184.16,-116.14,-47.31,-80.91,-48.48,-25.68,-3.55,-44.43,-22.69,-22.7
 宣德,5457,,0.05,-0.14,-0.11,12.17,9.96,4.31,1.86,20.23,15.73,10.06,9.27,1.14,-4.34,-2.2,-1.55,-28.95,-24.69,-12.95
 同協,5460,,4.11,3.49,1.56,7.48,5.43,4.18,1.86,9.13,7.32,4.61,1.79,5.7,4.09,2.97,1.73,7.9,6.75,4.04
 霖宏,5464,,-3.98,-1.13,-2.68,9.71,9.92,-1.97,0.06,15.4,9.2,5.15,6.07,12.19,10.96,11.96,7.16,2.95,2.48,1.92
 富驊,5465,,2.27,1.15,0.96,2.66,2.46,2.31,1.64,5.32,2.11,0.91,-0.27,2.51,0.73,1.12,1.27,-0.89,1.3,0.44
 凱鈺,5468,,-12.32,-8.04,-5.26,-3.99,-1.4,-0.75,-0.53,-12.97,-13.95,-10.52,-6.11,-17.68,-10.03,-9.83,-6.69,-21.79,-16.5,-10.07
 瀚宇博,5469,,3.91,1.32,0.29,0.8,1.22,-0.25,-0.86,4.33,3.13,1.15,0.07,-2.91,-1.75,-1.37,-0.37,3.12,3.06,2.69
 松翰,5471,,7.02,4.7,0.87,12.18,10,6.59,2.16,16.02,13.03,9.13,3.5,15.79,11.98,8.54,3.35,16.47,14.04,10.03
 聰泰,5474,,24.33,17.51,8.44,34.65,27.77,16.05,9.69,25.85,13.42,6.65,3.36,18.68,14.2,10.06,5.7,8.08,2.49,0.4
 德宏,5475,,-33.68,-22.1,-6.87,-32.77,-14.01,-9.56,-4.42,-9.79,-7.72,-5.9,-3.59,-7,-3.21,-0.51,-0.19,-3.55,-1.39,1.45
 智冠,5478,,4.43,3.53,1.8,2.44,2.36,2.03,2.01,7.18,6.52,4.82,3.51,6.39,5.9,5.42,2.79,5.06,5.08,3.29
 統盟,5480,,4.61,2.57,0.85,5.27,3.78,2.46,1.07,8.46,6.53,3.67,1.52,17.18,14.36,11.66,3.69,19.8,15.08,10.22
