CompanyName,Q32016,Q22016,Q12016,Q42015,Q32015,Q22015,Q12015,Q42014,Q32014,Q22014,Q12014,Q42013,Q32013,Q22013,Q12013,Q42012,Q32012,Q22012,Q12012
3419 譁裕,1644387 ,1636175 ,1649713 ,1698483 ,1741902 ,1665414 ,1752694 ,1769105 ,1730643 ,1709466 ,1687827 ,1711904 ,1631077 ,1664261 ,1747770 ,1625672 ,1579830 ,1584925 ,1558413 
3428 光燿科,2314795 ,2274685 ,2461154 ,2407662 ,2334661 ,2192218 ,2215754 ,2224014 ,1245588 ,1193669 ,1230849 ,1178635 ,1110894 ,1089020 ,1069461 ,1066562 ,1020342 ,1027629 ,946695 
3431 長天,171985 ,180681 ,189437 ,214955 ,242121 ,299728 ,317110 ,330042 ,337440 ,337776 ,345839 ,364417 ,338323 ,340548 ,239084 ,262675 ,272928 ,274783 ,289052 
3432 台端,1405896 ,1444685 ,1474760 ,1492554 ,1508349 ,1450619 ,1506905 ,1523240 ,1440587 ,1399856 ,1410535 ,1405506 ,1383936 ,1398298 ,1406993 ,1405332 ,1457699 ,1514556 ,1523977 
3434 哲固,240665 ,236178 ,239857 ,237762 ,233209 ,223122 ,224961 ,222789 ,222193 ,217893 ,215496 ,214244 ,215213 ,216107 ,216078 ,220942 ,220929 ,235017 ,273808 
3437 榮創,3275093 ,3239018 ,3487018 ,3452588 ,3347259 ,3405719 ,3607331 ,3488151 ,3380733 ,2206966 ,2406021 ,2262012 ,2150488 ,1902417 ,1764519 ,1652871 ,,,
3438 類比科,997370 ,1014840 ,1036714 ,1032401 ,1037382 ,1048918 ,1122085 ,1101189 ,1073220 ,1054937 ,1093445 ,1072292 ,1052305 ,1038652 ,1074489 ,1055578 ,1039603 ,1018094 ,1031603 
3441 聯一光,1014899 ,1045059 ,1069798 ,1091992 ,1098138 ,1058444 ,1113918 ,1136277 ,1079099 ,1072281 ,1123617 ,1105904 ,1103290 ,1119255 ,1158268 ,1138553 ,1135474 ,866811 ,852698 
3443 創意,3517652 ,3387156 ,3686078 ,3527578 ,3359611 ,3227456 ,3542632 ,3433609 ,3333614 ,3239099 ,3529131 ,3387225 ,3243730 ,3208909 ,3591691 ,3521959 ,3394166 ,3198632 ,3417753 
3444 利機,563330 ,559402 ,585839 ,580438 ,572555 ,553167 ,586036 ,578274 ,556476 ,534615 ,549944 ,539961 ,525042 ,515322 ,547649 ,548111 ,550127 ,548306 ,594342 
3450 聯鈞,5007730 ,4749144 ,4584828 ,4239795 ,3879778 ,3444053 ,3445228 ,3225949 ,2963413 ,2626454 ,2723795 ,2512718 ,2299453 ,2069055 ,2059771 ,1978599 ,1849279 ,1765210 ,1706431 
3452 益通,5991395 ,6458157 ,6601762 ,6608227 ,6817076 ,6999311 ,7258560 ,7440388 ,7994271 ,8169025 ,8213136 ,8250608 ,8919161 ,9413896 ,9578944 ,7093649 ,7560230 ,8185228 ,8546587 
3454 晶睿,2702903 ,2584604 ,2773577 ,2691694 ,2607495 ,2433159 ,2567945 ,2484283 ,2428745 ,2287092 ,2413239 ,2276194 ,2092203 ,1915857 ,2108238 ,1914640 ,1761755 ,1560771 ,1762299 
3455 由田,1671162 ,1583719 ,1765900 ,1796507 ,1723456 ,1640532 ,1625116 ,1636733 ,1480687 ,1419137 ,1439331 ,1499940 ,1457728 ,1514686 ,1560973 ,1597919 ,1606273 ,1663961 ,1810304 
3465 祥業,47762 ,47318 ,59866 ,77994 ,89819 ,110265 ,41867 ,70272 ,73887 ,107514 ,123448 ,127854 ,142131 ,147991 ,147266 ,146573 ,146717 ,133522 ,134812 
3466 致振,1497850 ,1580330 ,1584883 ,1600633 ,1636875 ,1578429 ,1689205 ,1710298 ,1678879 ,1646082 ,1679721 ,1616938 ,1583085 ,1555819 ,1603327 ,1588265 ,1575021 ,1550686 ,1618711 
3474 華亞科,131178859 ,130285537 ,133990767 ,135322275 ,134452752 ,128627317 ,123973580 ,116478484 ,96821527 ,85067909 ,61098746 ,49439589 ,37943415 ,30601314 ,21053132 ,21964083 ,25659477 ,30037883 ,33008231 
3479 安勤,2133022 ,2070007 ,2195284 ,2141703 ,2056828 ,1904652 ,2058244 ,2008727 ,1442222 ,1364644 ,1478282 ,1429924 ,1329409 ,1176883 ,1270694 ,1230485 ,1211745 ,1094639 ,1141839 
3481 群創,215344944 ,214685446 ,222810292 ,232264723 ,241125135 ,237535218 ,236422063 ,229171436 ,215440498 ,196609453 ,195738690 ,194577854 ,195211690 ,194647544 ,191891691 ,172441946 ,176459682 ,175941097 ,185815168 
3483 力致,1919247 ,1898577 ,1908921 ,1930609 ,1940934 ,1888025 ,1999580 ,2023666 ,1964655 ,1953557 ,1983105 ,1984603 ,1956371 ,1976859 ,2041778 ,2055426 ,2035451 ,2008735 ,1979259 
3484 崧騰,1638473 ,1616872 ,1732848 ,1716051 ,1674899 ,1563218 ,1697986 ,1598142 ,1462554 ,1365142 ,1419521 ,1368334 ,1335157 ,1305679 ,1306238 ,1277592 ,1267784 ,1276737 ,1312691 
3489 森寶,1222757 ,1138112 ,1125881 ,1118206 ,1189185 ,1172623 ,1179356 ,1187282 ,1179858 ,1182601 ,1186976 ,1096167 ,1021818 ,555670 ,557395 ,551488 ,574866 ,581342 ,604206 
3490 單井,1449155 ,1477772 ,1769717 ,1673707 ,1663632 ,1647264 ,1730361 ,1571944 ,1193120 ,991746 ,960380 ,953214 ,927242 ,936390 ,705473 ,688218 ,714020 ,712393 ,764290 
3491 昇達科,1703608 ,1670574 ,1865080 ,1837453 ,1703278 ,1589873 ,1526620 ,1478009 ,1415084 ,1371861 ,1448081 ,1378831 ,1272168 ,1094521 ,1127426 ,1060265 ,1005678 ,965975 ,976010 
3492 長盛,504627 ,481162 ,519836 ,496649 ,488490 ,443665 ,399163 ,393548 ,383305 ,360577 ,376578 ,364001 ,394502 ,381756 ,,320546 ,,289907 ,
3494 誠研,2686176 ,2785716 ,2812683 ,2806148 ,2815936 ,2759950 ,2821684 ,2825495 ,2715660 ,2776202 ,2757200 ,2623084 ,2574375 ,2133604 ,2174272 ,2213911 ,2246898 ,2022967 ,2178819 
3498 陽程,3196383 ,3267306 ,3502811 ,3390399 ,2728760 ,2480687 ,2549108 ,2579555 ,2427906 ,2349497 ,2712447 ,2631420 ,1983292 ,1845884 ,1759993 ,1641567 ,1381688 ,1424670 ,1452970 
3499 環天科,605973 ,619413 ,626298 ,642051 ,655802 ,625546 ,635699 ,636321 ,627818 ,617564 ,638290 ,666920 ,705733 ,752083 ,752839 ,756191 ,747729 ,784472 ,782719 
3501 維熹,5433379 ,5361741 ,5759748 ,5634874 ,5472829 ,5082144 ,5258363 ,5146724 ,4843556 ,4634391 ,4935666 ,4852574 ,4707399 ,4561344 ,4740686 ,4544452 ,4394419 ,4328871 ,4520784 
3504 揚明光,3623758 ,3734135 ,3912379 ,4016423 ,4036132 ,3912859 ,4072719 ,4090579 ,3906313 ,3799562 ,4029987 ,3975275 ,3921481 ,3858258 ,3988494 ,3915184 ,3778063 ,3706609 ,4057814 
3508 位速,1573646 ,1768249 ,1953669 ,2035220 ,2165642 ,2208779 ,2419872 ,2596764 ,2619263 ,2850000 ,3069503 ,3146250 ,3233154 ,3349316 ,3730777 ,3558242 ,3450143 ,3427580 ,3631748 
3511 矽瑪,581933 ,640941 ,714239 ,735603 ,706035 ,663687 ,634835 ,665305 ,662071 ,672904 ,754580 ,786182 ,844775 ,892231 ,911050 ,893501 ,873805 ,797484 ,836497 
3512 能緹,730814 ,753273 ,788787 ,815639 ,818260 ,761660 ,453923 ,473995 ,457173 ,452668 ,434486 ,466797 ,510753 ,538289 ,576068 ,561893 ,553065 ,552122 ,550206 
3514 昱晶,11388250 ,14007619 ,13836521 ,13341386 ,12946424 ,12120423 ,12451245 ,12741391 ,12941207 ,13367237 ,13306610 ,13059487 ,12550647 ,11823673 ,11719124 ,12166472 ,13396905 ,13657074 ,13794289 
3515 華擎,5510427 ,5576121 ,5842733 ,5856539 ,5809745 ,5511176 ,6001237 ,5962856 ,5698910 ,5487782 ,6683064 ,6347640 ,6102361 ,5886156 ,6454469 ,6118492 ,5872565 ,5670574 ,6657895 
3516 亞帝歐,1475297 ,1525213 ,1562211 ,1595415 ,1655468 ,1559591 ,1621828 ,1653090 ,1729271 ,1733547 ,1794776 ,1825234 ,1810351 ,1849766 ,1892430 ,1870056 ,2096398 ,2169098 ,2174578 
3518 柏騰,2520473 ,2668968 ,3041713 ,3178051 ,3425782 ,3348049 ,3497225 ,3515684 ,3480691 ,3468444 ,3676447 ,3753917 ,3691083 ,3751219 ,3560927 ,3421755 ,3501306 ,3616415 ,3663840 
3519 綠能,6362222 ,7301442 ,7190510 ,6853402 ,6976986 ,7499690 ,7503376 ,7947578 ,8922064 ,9494198 ,9651743 ,8802563 ,9417444 ,9885562 ,9900876 ,10456199 ,12011781 ,12822640 ,12138796 
3520 振維,323707 ,310210 ,308218 ,320081 ,330350 ,317619 ,342980 ,338432 ,334878 ,360699 ,403401 ,421918 ,427437 ,455960 ,498388 ,514459 ,569753 ,612657 ,646386 
3521 鴻翊,474105 ,477213 ,476282 ,473592 ,457938 ,441279 ,441996 ,449332 ,308410 ,310392 ,313289 ,316417 ,355240 ,374178 ,528036 ,501016 ,499046 ,526965 ,401469 
3522 宏森,1313576 ,1031170 ,1030856 ,1041624 ,1109646 ,1073403 ,1125514 ,1139511 ,1121915 ,1075852 ,1109353 ,1090847 ,1086951 ,1085844 ,1078590 ,1037299 ,1029561 ,1024586 ,1070111 
3523 迎輝,482875 ,579866 ,678256 ,773494 ,978067 ,1048327 ,1117006 ,1175891 ,1468040 ,1586374 ,1750546 ,1813611 ,1895317 ,2007632 ,2089643 ,2122744 ,2303329 ,2402590 ,2459623 
3526 凡甲,1414932 ,1298645 ,1372115 ,1311628 ,1267352 ,1241492 ,1351400 ,1299524 ,1131268 ,1059892 ,1119582 ,1124851 ,1122688 ,1139276 ,1224537 ,1174804 ,1222878 ,1192511 ,1259783 
3527 聚積,1595530 ,1483062 ,1546933 ,1510078 ,1499095 ,1447371 ,1562868 ,1564489 ,1497127 ,1443476 ,1536051 ,1504161 ,1474298 ,1416805 ,1627571 ,1615605 ,1581060 ,1498946 ,1659023 
3528 安馳,1328753 ,1281150 ,1378226 ,1201924 ,1170918 ,1130285 ,1205082 ,1156884 ,1132051 ,1065101 ,1121513 ,1051020 ,1018912 ,962178 ,1021455 ,988390 ,960865 ,909387 ,960536 
3529 力旺,1787506 ,1650605 ,1992451 ,1816782 ,1691575 ,1585274 ,1909669 ,1785664 ,1683646 ,1559322 ,1780023 ,1662953 ,1568050 ,1423577 ,1549862 ,1550302 ,1524985 ,1489266 ,1640640 
3531 先益,1729168 ,1739016 ,1746744 ,1765032 ,1766283 ,1668737 ,1786395 ,1804616 ,1755408 ,1700388 ,1828614 ,1812137 ,1747505 ,1737837 ,1798274 ,1747858 ,1745319 ,1726113 ,1751715 
3532 台勝科,19823417 ,19693753 ,20276896 ,20129409 ,20027134 ,19589454 ,20030107 ,19636300 ,19273689 ,18917789 ,18947107 ,18780734 ,18676149 ,18583444 ,18546827 ,18641948 ,18717435 ,18563913 ,18407854 
3533 嘉澤,7690217 ,7621694 ,8074309 ,8088081 ,7952985 ,7442481 ,7941135 ,7836479 ,7281253 ,6877029 ,7125001 ,6762171 ,6342953 ,6301375 ,6455127 ,6179702 ,6020017 ,5753010 ,5757136 
3535 晶彩科,850231 ,896123 ,913610 ,933385 ,890134 ,883075 ,889654 ,882053 ,928340 ,934764 ,925387 ,921780 ,930592 ,961244 ,999521 ,1042400 ,1134319 ,1187784 ,1224398 
3536 誠創,619574 ,649018 ,678713 ,699463 ,730231 ,712729 ,735895 ,676647 ,655741 ,647707 ,1092808 ,1124052 ,1152283 ,1202957 ,1220108 ,1103410 ,1173981 ,1243712 ,859657 
3537 堡達,785828 ,777378 ,831790 ,829300 ,828941 ,775511 ,827752 ,818172 ,791734 ,765921 ,860988 ,836671 ,822937 ,807389 ,824198 ,794350 ,748198 ,724530 ,771235 
3540 曜越,1284925 ,1285640 ,1296717 ,1281930 ,1264984 ,1237923 ,1290195 ,1321726 ,1316650 ,1314666 ,1342937 ,1294223 ,1329326 ,1379454 ,1441885 ,1353891 ,1354144 ,1360408 ,1414182 
3541 西柏,830981 ,769971 ,879950 ,849261 ,798810 ,740496 ,876870 ,831166 ,753313 ,650001 ,685019 ,629833 ,589874 ,564323 ,634097 ,625316 ,587187 ,562343 ,618112 
3545 敦泰,11065424 ,11115151 ,11384035 ,11572767 ,11549249 ,12198716 ,12335702 ,7059264 ,6854159 ,6541345 ,3078759 ,2922025 ,2963143 ,2850414 ,2650716 ,2565777 ,2501397 ,2471325 ,2557029 
3546 宇峻,993039 ,976989 ,876543 ,849102 ,827210 ,814366 ,881984 ,894497 ,871455 ,879779 ,940974 ,931361 ,938162 ,936109 ,1023174 ,1023142 ,1005986 ,990649 ,980497 
3548 兆利,3312702 ,2728658 ,2692050 ,2639979 ,2620247 ,2467902 ,2543246 ,2537885 ,2458381 ,2402191 ,2425433 ,2364981 ,2281114 ,2242017 ,2285907 ,2225099 ,2210969 ,2184038 ,2134109 
3550 聯穎,2115819 ,2173862 ,2266743 ,2307006 ,2339712 ,2263633 ,2343075 ,2371176 ,2292535 ,2227468 ,2306546 ,2271286 ,2220549 ,2209519 ,2206733 ,2180657 ,2186497 ,2221210 ,2251779 
3551 世禾,2563288 ,2581469 ,2685817 ,2665743 ,2684602 ,2600026 ,2739055 ,2713933 ,2632502 ,2523604 ,2601489 ,2541383 ,2474232 ,2407069 ,2449515 ,2346721 ,2291219 ,2246943 ,2303393 
3552 同致,4013545 ,3864876 ,4134767 ,3725137 ,3550814 ,3206238 ,3356702 ,3273705 ,3003389 ,2794667 ,2991849 ,2730809 ,2464800 ,2292042 ,2282105 ,2087895 ,2044167 ,1957185 ,2027609 
3553 力積,816118 ,858371 ,878310 ,919302 ,935233 ,942693 ,1024977 ,978303 ,910134 ,874753 ,913433 ,902367 ,901625 ,897796 ,864293 ,829082 ,823371 ,811830 ,799536 
3555 重鳥鵬,413932 ,391958 ,357674 ,85748 ,57975 ,131563 ,156043 ,210767 ,287679 ,292062 ,363334 ,411845 ,525509 ,647133 ,768736 ,963091 ,1331582 ,1624331 ,2080605 
3556 禾瑞亞,1155139 ,1108674 ,1260762 ,1206888 ,1156228 ,1105925 ,1262567 ,1216392 ,1168103 ,1106995 ,1412511 ,1344743 ,1210355 ,1067703 ,1050736 ,948529 ,910970 ,875938 ,1055331 
3557 嘉威,797610 ,670342 ,692588 ,717513 ,739993 ,750774 ,772187 ,785537 ,1060799 ,1066816 ,1138331 ,1192276 ,1349730 ,1459625 ,1499512 ,1490806 ,1490096 ,1488230 ,1475995 
3558 神準,2348425 ,2239392 ,2718683 ,2564948 ,2389725 ,2122629 ,2393753 ,2205354 ,2024021 ,1860878 ,1995523 ,1863000 ,1178024 ,1054477 ,1110059 ,1031236 ,,889106 ,
3559 全智科,2009160 ,1953046 ,2048641 ,1999072 ,1929459 ,1849646 ,1919263 ,1865460 ,1783118 ,1707743 ,1787266 ,1769822 ,1760429 ,1720139 ,1800333 ,1780627 ,1742337 ,1709509 ,1734153 
3561 昇陽光電,7321961 ,7814323 ,7755070 ,7679840 ,7284510 ,7424526 ,8034728 ,8362794 ,8136521 ,8409115 ,8301895 ,7080067 ,6822877 ,6730132 ,6879995 ,7053783 ,7901193 ,7221590 ,7759390 
3562 頂晶科,17692 ,36901 ,61854 ,77260 ,81012 ,86899 ,74158 ,70892 ,72813 ,75569 ,74607 ,62722 ,59005 ,82815 ,118167 ,155653 ,203929 ,242789 ,352978 
3563 牧德,1023765 ,962818 ,1071562 ,1043656 ,1027514 ,963196 ,1048355 ,1014775 ,984483 ,924639 ,1061573 ,1021988 ,697604 ,627505 ,645024 ,596187 ,572660 ,551191 ,616969 
3564 其陽,548809 ,531741 ,564558 ,552540 ,524641 ,482980 ,468943 ,456928 ,399625 ,382408 ,403958 ,402777 ,285244 ,275716 ,295835 ,273525 ,,218879 ,
3567 逸昌,500107 ,473214 ,497161 ,483854 ,470253 ,456715 ,473218 ,467171 ,461535 ,445545 ,448543 ,445427 ,439291 ,432046 ,448212 ,459497 ,491983 ,487436 ,488690 
3570 大塚,538227 ,519976 ,566716 ,554556 ,533976 ,500501 ,552143 ,533531 ,500749 ,469016 ,499423 ,486174 ,462086 ,443183 ,458391 ,455702 ,436876 ,420312 ,446449 
3576 新日光,20264671 ,22276301 ,20965062 ,20355850 ,20283933 ,20334883 ,21362102 ,21723771 ,20367702 ,20251796 ,19919224 ,19210741 ,15181636 ,14705323 ,10679644 ,11081498 ,12048041 ,12613470 ,12874339 
3577 泓格,884815 ,815023 ,847583 ,837978 ,819876 ,791707 ,840799 ,833154 ,808076 ,777738 ,810309 ,791645 ,770545 ,742518 ,780820 ,780061 ,751124 ,731123 ,779912 
3579 尚志,7052963 ,8245144 ,8172084 ,7833814 ,8331321 ,8921927 ,9430068 ,9938018 ,10969010 ,11570373 ,11735254 ,11374865 ,11524602 ,11859075 ,12083091 ,12654119 ,14256351 ,15102450 ,14677841 
3580 友威科,283753 ,288469 ,322356 ,345853 ,366742 ,328457 ,371782 ,404032 ,368756 ,375123 ,464599 ,477208 ,574735 ,597699 ,624123 ,661013 ,773754 ,835560 ,874147 
3581 博磊,726034 ,731596 ,764157 ,755215 ,732769 ,725429 ,780266 ,643344 ,610039 ,600424 ,598934 ,591431 ,580335 ,679113 ,727635 ,653658 ,,650218 ,
3583 辛耘,2060378 ,2011399 ,2014338 ,1935232 ,1806192 ,1806963 ,1962319 ,1955118 ,1811257 ,1731099 ,1943536 ,1937962 ,1847683 ,1772127 ,1842195 ,1563363 ,1490939 ,1409111 ,
3587 閎康,1286175 ,1222939 ,1277613 ,1234750 ,1188617 ,1145982 ,1295917 ,1271382 ,1212293 ,1145012 ,1285178 ,1028356 ,970343 ,908336 ,995663 ,954034 ,899614 ,832730 ,894611 
3588 通嘉,1230345 ,1198448 ,1246658 ,1220575 ,1200956 ,1161072 ,1230323 ,1203196 ,1173865 ,1132145 ,1193099 ,1157075 ,1131763 ,1105297 ,1169698 ,1148284 ,1128887 ,1089104 ,1157248 
3591 艾笛森,3439700 ,3502641 ,3629900 ,3707411 ,3879012 ,3915272 ,3951302 ,3979288 ,3964931 ,3860946 ,3924537 ,3417923 ,3563157 ,3558883 ,3564852 ,3560569 ,3650778 ,3657410 ,3932699 
3593 力銘,763594 ,787099 ,836546 ,872238 ,962605 ,962408 ,1044115 ,1087983 ,1158859 ,1143172 ,1238319 ,1271130 ,1329219 ,1512920 ,1642895 ,1705673 ,1812087 ,1879298 ,1916653 
3594 磐儀,1155900 ,1191561 ,1207197 ,1212057 ,1179589 ,1179729 ,966875 ,967875 ,796766 ,778870 ,762913 ,732550 ,710341 ,700642 ,604530 ,591162 ,569102 ,601672 ,591345 
3596 智易,8865965 ,8586355 ,8312941 ,8106993 ,7841485 ,7472475 ,7900080 ,7021487 ,6746611 ,6538626 ,6734830 ,6493132 ,5663610 ,5554882 ,5438700 ,5329146 ,5108404 ,5051520 ,5198545 
3605 宏致,4155237 ,4180189 ,4277183 ,4294903 ,4142685 ,3922278 ,4125580 ,4132514 ,4023152 ,3814912 ,3874300 ,3781062 ,3617222 ,3493616 ,3586555 ,3515581 ,3521745 ,3441367 ,3762621 
3607 谷崧,6227304 ,6380165 ,7119251 ,7363588 ,7763027 ,7349687 ,7709360 ,7327405 ,6585430 ,6312421 ,6935725 ,6824760 ,6512402 ,6484547 ,6701698 ,6034929 ,5704586 ,5666107 ,5879052 
3609 東林,548417 ,556842 ,553972 ,575639 ,651481 ,639469 ,646398 ,666098 ,663978 ,662682 ,672931 ,677417 ,660544 ,661659 ,653330 ,664889 ,691084 ,704681 ,733540 
3611 鼎翰,1933107 ,1861328 ,2117849 ,1920898 ,1666341 ,1520237 ,1694897 ,1585835 ,1459255 ,1320596 ,1545386 ,1388853 ,1254989 ,1112528 ,1225024 ,1107803 ,1031464 ,956794 ,1096182 
3615 安可,2592679 ,2561300 ,2586439 ,2608613 ,2617487 ,2587502 ,2577357 ,2572893 ,2584022 ,2681555 ,2722815 ,2758939 ,2376101 ,2388338 ,2461256 ,2413569 ,1857094 ,1797578 ,1901564 
3617 碩天,3871591 ,3731820 ,3878090 ,3778245 ,3645977 ,3290564 ,3514259 ,3488435 ,3307555 ,3133854 ,3413745 ,3296927 ,3161408 ,3043398 ,3270336 ,3115486 ,3024245 ,2913083 ,3086230 
3622 洋華,4017873 ,4114750 ,4146099 ,4219337 ,6119138 ,6178418 ,6533250 ,6795229 ,7579114 ,7987447 ,8286825 ,8452862 ,9708285 ,10063599 ,10286843 ,9990043 ,9835272 ,9860628 ,10289728 
3623 富晶通,623860 ,576208 ,728333 ,679220 ,855194 ,804233 ,938654 ,885891 ,826344 ,764507 ,786873 ,725811 ,677247 ,652448 ,631535 ,614457 ,603137 ,594250 ,586790 
3624 光頡,2268246 ,2269283 ,2520038 ,2501716 ,2494757 ,2409509 ,2492872 ,2470510 ,2411351 ,2345057 ,2511299 ,1970061 ,1918010 ,1883769 ,1940647 ,1885987 ,1855543 ,1804323 ,1853148 
3625 西勝,539324 ,484702 ,472884 ,479777 ,474524 ,466094 ,469879 ,472252 ,466724 ,458327 ,564223 ,590523 ,619618 ,615944 ,642523 ,662313 ,685284 ,684697 ,699783 
3628 盈正,1587076 ,1596876 ,1706658 ,1731588 ,1697125 ,1642803 ,1779486 ,1733362 ,1664448 ,1580601 ,1662642 ,1619069 ,1549516 ,1523971 ,1586090 ,1573209 ,1532284 ,1521525 ,1724340 
3629 群富通,99746 ,128201 ,156040 ,94423 ,117432 ,37002 ,65051 ,88054 ,146230 ,158186 ,195499 ,211056 ,235846 ,283711 ,261633 ,292202 ,205140 ,250966 ,311090 
3630 新鉅科,1697630 ,1870212 ,2059709 ,2252058 ,2419883 ,2580277 ,2791995 ,3023336 ,3151099 ,3271887 ,3505273 ,3479388 ,1948415 ,1900229 ,1884058 ,1940486 ,1982837 ,2021947 ,2142634 
3631 晟楠,1179268 ,1213735 ,1243867 ,1245303 ,1532527 ,1500492 ,1556928 ,1533817 ,1318649 ,1257184 ,1276677 ,1248134 ,1182621 ,1169039 ,1218096 ,1142810 ,1108612 ,1106433 ,1441431 
3632 研勤,372660 ,425554 ,458873 ,461657 ,455427 ,513028 ,511356 ,483810 ,466188 ,485787 ,554285 ,516041 ,525538 ,505768 ,495983 ,487198 ,478104 ,458791 ,458974 
3642 駿熠電,556121 ,590061 ,618940 ,649934 ,673988 ,859645 ,883886 ,905990 ,866926 ,834321 ,854434 ,868270 ,910372 ,934798 ,946275 ,940403 ,953172 ,962942 ,1054931 
3645 達邁,2076682 ,1940826 ,1964710 ,2009972 ,2005760 ,1883906 ,2066846 ,2014767 ,1925591 ,1836065 ,1856028 ,1804523 ,1786144 ,1744036 ,1840479 ,1831300 ,1825706 ,1794753 ,1885594 
3646 艾恩特,474019 ,469706 ,496550 ,495508 ,503911 ,474520 ,521079 ,531643 ,534058 ,532633 ,595168 ,598106 ,595883 ,581242 ,610043 ,597599 ,592145 ,590154 ,677891 
3652 精聯,1132492 ,1119080 ,1140139 ,1149335 ,1125703 ,1106259 ,1146329 ,1147359 ,1130368 ,1120981 ,1136172 ,1125449 ,1106069 ,1094534 ,1078725 ,1133742 ,1108784 ,1108756 ,1141617 
3653 健策,4247609 ,4172531 ,4376983 ,4349524 ,4392337 ,4288943 ,4642924 ,4605343 ,4499139 ,4365315 ,4535298 ,4396612 ,4285485 ,4141461 ,4333815 ,4341819 ,4331396 ,4291466 ,4550024 
3658 漢微科,12381259 ,12348528 ,12906414 ,12636267 ,11943853 ,11422668 ,12306364 ,11874964 ,10400047 ,9787997 ,10335973 ,9733032 ,4777800 ,4230098 ,4456845 ,3972952 ,3481406 ,3143399 ,1741892 
3661 世芯-KY,2454331 ,2557446 ,2800798 ,2827197 ,2741713 ,2518532 ,2707965 ,2778523 ,1936683 ,1784599 ,1760328 ,1656202 ,1549559 ,1480262 ,1463787 ,1511170 ,,1542579 ,
3662 樂陞,,9857443 ,9020982 ,6050538 ,5352864 ,5102431 ,4842336 ,4324352 ,3205736 ,2949940 ,2493914 ,2540883 ,1773460 ,1181184 ,1136864 ,1014269 ,769376 ,569992 ,630415 
3663 鑫科,1144999 ,1133513 ,1117138 ,1104911 ,1176093 ,1270766 ,1338370 ,1374204 ,1363383 ,1338647 ,1354887 ,1317382 ,1292342 ,1283522 ,1347683 ,1339376 ,1185363 ,1164894 ,1162193 
3664 安瑞-KY,1065122 ,1119232 ,1277549 ,1344690 ,1354697 ,1335170 ,1193171 ,1309359 ,1229784 ,1199057 ,1214011 ,1204925 ,1077961 ,1077570 ,1047667 ,1122610 ,1129721 ,1179575 ,1241140 
3665 貿聯-KY,5105100 ,4511908 ,4708530 ,4386029 ,4259837 ,3911399 ,4188002 ,4128860 ,3788866 ,3302893 ,3605876 ,3454803 ,3228148 ,2999682 ,2975960 ,2721712 ,2626306 ,2408569 ,2479105 
3666 光耀,894264 ,903857 ,950968 ,935383 ,893669 ,889445 ,1057070 ,1076658 ,824866 ,740293 ,716014 ,668348 ,637210 ,518489 ,454899 ,416500 ,,340620 ,
3669 圓展,2450637 ,2397207 ,2373409 ,2375367 ,2382989 ,2362232 ,2475796 ,2514176 ,2521853 ,2500293 ,2490406 ,2479697 ,2515067 ,2527702 ,2578374 ,2612212 ,2635038 ,2593269 ,2729795 
3672 康聯訊,510080 ,492280 ,531735 ,510003 ,495284 ,463827 ,371940 ,348564 ,332015 ,317973 ,295823 ,260918 ,,227029 ,,204222 ,,189888 ,
3673 TPK-KY,28330809 ,28605008 ,30883615 ,31526578 ,30718525 ,47634528 ,44812559 ,46151157 ,44313830 ,43683389 ,45974812 ,44876844 ,45946644 ,45290802 ,48776482 ,46215167 ,33386811 ,30323397 ,31419630 
3675 德微,991350 ,969035 ,970466 ,953004 ,934442 ,902802 ,880030 ,860386 ,844256 ,823293 ,809591 ,801659 ,805302 ,810120 ,808736 ,823291 ,841426 ,855144 ,782100 
3679 新至陞,4627525 ,4598396 ,4857930 ,4808496 ,4794118 ,4460445 ,4754367 ,4794129 ,4555243 ,4368753 ,4625721 ,4563096 ,4447718 ,4379051 ,4583270 ,4441698 ,4333762 ,4288067 ,4464233 
3680 家登,1037774 ,1038274 ,1068483 ,1096683 ,1095316 ,1069355 ,1120389 ,1147492 ,1132483 ,1118744 ,1144515 ,1136273 ,1075032 ,1068623 ,1100481 ,1107107 ,1069974 ,739190 ,729114 
3682 亞太電,36559456 ,37881809 ,39306596 ,40168883 ,34958837 ,35867600 ,36554620 ,36878869 ,45764739 ,34066501 ,35517037 ,35199210 ,34992382 ,34352362 ,36042686 ,35551321 ,,34367778 ,
3684 榮昌,415731 ,398632 ,430874 ,415548 ,385942 ,343364 ,376926 ,363467 ,342151 ,321382 ,349172 ,258471 ,242469 ,233733 ,263510 ,250997 ,,226066 ,
3685 元創精密,1074438 ,1082925 ,1068007 ,1074625 ,1278474 ,1317615 ,825347 ,818134 ,780756 ,550448 ,646789 ,659479 ,648827 ,627496 ,666210 ,646257 ,643601 ,635437 ,715733 
3686 達能,4031079 ,4262586 ,4334490 ,4406330 ,4604251 ,4717660 ,4874082 ,5008128 ,5250196 ,5394703 ,5492195 ,4268345 ,4409615 ,4550318 ,4699722 ,4000921 ,4235724 ,4434912 ,4645663 
3687 歐買尬,1719200 ,1827409 ,1661591 ,1702108 ,1753099 ,1664408 ,1485842 ,1551218 ,1804194 ,1713480 ,1797997 ,1857726 ,1874616 ,1937074 ,2112397 ,2085818 ,1987251 ,1071608 ,1059578 
