CompanyName,Q32016,Q22016,Q12016,Q42015,Q32015,Q22015,Q12015,Q42014,Q32014,Q22014,Q12014,Q42013,Q32013,Q22013,Q12013,Q42012,Q32012,Q22012,Q12012
3689 湧德,2527427 ,2537451 ,2645691 ,2665864 ,2675302 ,2586231 ,2857365 ,2819981 ,2649732 ,2378423 ,2569095 ,2379711 ,2247879 ,2128433 ,2233721 ,2041366 ,1640065 ,1513621 ,1594460 
3691 碩禾,7601844 ,7067902 ,7849925 ,6949763 ,5738579 ,4787940 ,5303526 ,4952068 ,4433672 ,3783368 ,3843203 ,3489063 ,3268745 ,3193262 ,3201000 ,3022357 ,2944185 ,2856032 ,3393204 
3693 營邦,1726398 ,1687323 ,1877571 ,1866170 ,1818726 ,1627412 ,1795820 ,1692842 ,1588762 ,1488284 ,1593870 ,1485040 ,970963 ,902201 ,877798 ,803503 ,,700683 ,
3694 海華,1574895 ,1559005 ,1577254 ,1570516 ,1522023 ,1420896 ,1457984 ,1548777 ,1643027 ,1603549 ,1982325 ,2060040 ,2109465 ,2184681 ,2227674 ,2260855 ,2355819 ,2395837 ,2354113 
3698 隆達,12948705 ,13088533 ,13915547 ,14001483 ,14325487 ,14340010 ,15040391 ,14895059 ,12131297 ,11714863 ,12266054 ,11851988 ,11723343 ,11529216 ,11453936 ,8538613 ,8491494 ,8065077 ,7901276 
3701 大眾控,3088406 ,3140936 ,3220228 ,3186208 ,3800372 ,3725800 ,3939338 ,4059844 ,4218143 ,3752599 ,3916457 ,4349658 ,4411393 ,4506421 ,4516619 ,4462366 ,5235825 ,5286784 ,5443318 
3702 大聯大,47416826 ,46133042 ,48573167 ,48317758 ,47414122 ,42420487 ,45909027 ,45117682 ,41702060 ,39024671 ,42295837 ,39936638 ,38581348 ,37769916 ,40143622 ,38207421 ,37608880 ,36926721 ,40276511 
3703 欣陸,22170837 ,21136519 ,22099465 ,21655169 ,21829370 ,22012528 ,20457174 ,19450832 ,19409745 ,19220947 ,19030701 ,19654894 ,18853870 ,18354371 ,19542623 ,17103897 ,18905067 ,18757307 ,19091158 
3704 合勤控,8558453 ,8707225 ,8855999 ,8755455 ,9063129 ,8963315 ,9427166 ,10005170 ,10040175 ,10002349 ,9988678 ,9926898 ,9629395 ,9443533 ,9429790 ,9542285 ,9403731 ,9427764 ,10026643 
3705 永信,6034214 ,5995901 ,6379743 ,6159614 ,5888592 ,5636113 ,6035602 ,5895609 ,5730528 ,5515183 ,5869399 ,5642706 ,5535245 ,5444024 ,5763594 ,5600901 ,5522747 ,5454696 ,5819842 
3706 神達,33175170 ,32769970 ,33414055 ,33554409 ,33628377 ,32310263 ,32361732 ,32151619 ,31170604 ,30618092 ,30916593 ,30554329 ,29622474 ,,,,,,
3707 漢磊,3400146 ,3512500 ,3474265 ,2287778 ,2552757 ,2697114 ,2766581 ,2855811 ,,,,,,,,,,,
3708 上緯投控,4573081 ,,,,,,,,,,,,,,,,,,
4102 永日,461318 ,490184 ,507715 ,520396 ,533388 ,527854 ,550193 ,570030 ,585251 ,591484 ,613113 ,637567 ,652231 ,695745 ,714169 ,732607 ,737390 ,741136 ,808638 
4103 百略,3355976 ,3151155 ,3505461 ,3450152 ,3286571 ,2889382 ,3262864 ,3216073 ,2997028 ,2723810 ,3131210 ,3036724 ,2905330 ,2653070 ,2952949 ,2800526 ,2765844 ,2578343 ,2838098 
4104 佳醫,8156595 ,8131474 ,8417440 ,8178017 ,7971810 ,7513205 ,7907736 ,7853987 ,7657387 ,7591311 ,7564851 ,7481888 ,6764060 ,6676264 ,6848155 ,6485015 ,6441703 ,6341986 ,6267175 
4105 東洋,5549326 ,5348424 ,5877439 ,5694950 ,4757146 ,4261804 ,4739807 ,4632440 ,4031333 ,3903515 ,4389521 ,4327717 ,4237641 ,4230838 ,4493188 ,4435785 ,4283681 ,4074919 ,3561162 
4106 雃博,1552298 ,1580938 ,1679311 ,1670752 ,1604110 ,1969414 ,1976005 ,1966555 ,1929473 ,1890665 ,1912302 ,1829805 ,1751649 ,1798651 ,1787347 ,1576579 ,1551113 ,1449826 ,1531501 
4107 邦特,1979457 ,1912420 ,1991230 ,1897651 ,1815969 ,1852661 ,1949505 ,1881679 ,1771088 ,1673726 ,1711703 ,1615901 ,1323273 ,1266840 ,1334803 ,1283612 ,1231229 ,1191617 ,1272141 
4108 懷特,2369034 ,2408608 ,2255800 ,2296630 ,2347865 ,2401740 ,2489109 ,2388431 ,2483622 ,2597998 ,2702058 ,2739334 ,2677103 ,2734786 ,2746841 ,2782841 ,1629084 ,1576202 ,1636104 
4109 穆拉德,954193 ,966378 ,990546 ,983234 ,963321 ,948723 ,977612 ,957388 ,947064 ,930065 ,914620 ,892557 ,729380 ,708519 ,735027 ,739460 ,735534 ,733206 ,733151 
4111 濟生,999195 ,985244 ,1007150 ,998725 ,1008843 ,981825 ,993878 ,989573 ,981645 ,948810 ,956073 ,936093 ,898546 ,870870 ,867128 ,865498 ,855665 ,838738 ,837093 
4113 聯上,3557370 ,3557460 ,3705966 ,3684924 ,3595405 ,3477609 ,3403906 ,3236232 ,2944292 ,2386779 ,2535609 ,2439549 ,1924676 ,1789137 ,1732275 ,1590851 ,1134714 ,898063 ,815398 
4114 健喬,4500002 ,3980850 ,3770559 ,3014190 ,3065320 ,3143577 ,3191041 ,3159746 ,3182859 ,2912817 ,2700183 ,2194073 ,1403767 ,1304635 ,1265542 ,1162641 ,1144577 ,1237635 ,1280151 
4116 明基醫,990020 ,981756 ,1035015 ,1025874 ,711951 ,704026 ,636610 ,623170 ,600867 ,571369 ,547183 ,538657 ,,511748 ,,517029 ,,496490 ,
4119 旭富,3037377 ,2931994 ,2924247 ,2762069 ,2596062 ,2442567 ,2322845 ,2226240 ,2178919 ,2096519 ,2132358 ,2067974 ,2029293 ,1217280 ,1301923 ,1261898 ,1194728 ,1145735 ,1188509 
4120 友華,3813021 ,3804961 ,3743568 ,3384468 ,3393351 ,3304191 ,3487035 ,3417960 ,3368281 ,3377171 ,3490592 ,3517067 ,3610241 ,3284649 ,3709222 ,3058201 ,2960470 ,2890650 ,2957571 
4121 優盛,1335422 ,1355452 ,1374731 ,1383457 ,1437484 ,1432664 ,1448264 ,1466073 ,1409680 ,1402214 ,1365799 ,1361297 ,1281702 ,1291016 ,1160998 ,1121079 ,1123239 ,1105005 ,1102050 
4123 晟德,16428492 ,15792463 ,15111477 ,14883877 ,12246057 ,6518835 ,6715931 ,6936429 ,6705019 ,6133601 ,5467116 ,5012752 ,5255437 ,3538095 ,3643990 ,3469716 ,3732379 ,2276437 ,2328255 
4126 太醫,2129745 ,2051538 ,2126082 ,2022231 ,1914613 ,1793022 ,1910868 ,1842913 ,1738862 ,1660114 ,1768127 ,1682826 ,1609783 ,1538871 ,1713045 ,1642165 ,1564680 ,1480267 ,1584516 
4127 天良,793725 ,813421 ,836238 ,831663 ,834923 ,828914 ,845137 ,815547 ,800402 ,784962 ,816772 ,799893 ,790785 ,781499 ,769121 ,756410 ,749990 ,750872 ,731119 
4128 中天,8409350 ,8606406 ,8786033 ,8943518 ,8730568 ,8758330 ,8901437 ,9099343 ,9102557 ,9152277 ,8670050 ,8704769 ,8802309 ,6483773 ,6587504 ,6318796 ,6334277 ,6388101 ,6480747 
4129 聯合,1770849 ,1768777 ,1848524 ,1773049 ,1129815 ,1016941 ,1036220 ,1010858 ,984330 ,913593 ,891814 ,851205 ,848486 ,858802 ,843138 ,634639 ,634048 ,639154 ,672733 
4130 健亞,2477419 ,2577011 ,2636749 ,2124313 ,1336613 ,1339183 ,1413638 ,1199073 ,1067793 ,1043158 ,1048597 ,1024109 ,1022234 ,1008521 ,1026171 ,1025299 ,1027499 ,983848 ,974135 
4131 晶宇,148055 ,155230 ,162102 ,167038 ,167981 ,172470 ,179725 ,184366 ,186674 ,194225 ,202550 ,206072 ,216286 ,237524 ,246736 ,249743 ,258795 ,264550 ,273835 
4133 亞諾法,1161746 ,1154845 ,1180969 ,1166627 ,1157421 ,1147611 ,1230396 ,1229724 ,1206638 ,1190245 ,1243493 ,1229757 ,1216499 ,1200986 ,1252612 ,1228937 ,1212564 ,1194351 ,1298028 
4137 麗豐-KY,3518056 ,3511011 ,4234021 ,3946729 ,3573138 ,3113887 ,3478202 ,3329583 ,3027074 ,2788628 ,3151382 ,2965951 ,1257750 ,1066922 ,1171908 ,992203 ,842994 ,,
4138 曜亞,1395461 ,1363788 ,1471005 ,1423010 ,1361234 ,1330417 ,1433206 ,1211952 ,1170199 ,1153800 ,1086753 ,1097230 ,1038700 ,997346 ,1088665 ,1046361 ,1053383 ,936252 ,1029893 
4139 馬光-KY,513891 ,548986 ,582685 ,608391 ,626940 ,649115 ,647645 ,689816 ,693034 ,698528 ,670455 ,645368 ,649738 ,625086 ,666255 ,626028 ,625164 ,624348 ,612021 
4141 龍燈-KY,6289291 ,6565845 ,6540721 ,6230086 ,5996850 ,6116841 ,6113855 ,6252051 ,5875915 ,5752615 ,5746058 ,5635349 ,5297198 ,5198538 ,4717308 ,4670689 ,4416236 ,4387448 ,3214407 
4142 國光生,3278234 ,3409959 ,3518276 ,3684912 ,4009092 ,4312869 ,4366464 ,4467397 ,4724734 ,3391238 ,3390498 ,3237084 ,3354349 ,3443748 ,3585986 ,3742774 ,3923318 ,4061122 ,3467264 
4144 康聯-KY,2536148 ,3222615 ,3343630 ,3341455 ,3419631 ,3272825 ,3599340 ,3513621 ,3268479 ,3143407 ,3320551 ,3268001 ,2538403 ,2268862 ,2355278 ,1784656 ,1719266 ,1628496 ,1800953 
4147 中裕,4797793 ,4820182 ,4868284 ,4899805 ,1513740 ,1677829 ,1782991 ,1830347 ,1901685 ,1973734 ,2018505 ,657725 ,,814450 ,,645213 ,,769145 ,
4152 台微體,2051324 ,2262249 ,2387166 ,2485470 ,2646343 ,2809161 ,2957681 ,3071204 ,3246883 ,3377819 ,3482764 ,3588272 ,3717260 ,854614 ,890805 ,900283 ,341250 ,315057 ,
4153 鈺緯,924331 ,939369 ,1033120 ,1036688 ,990254 ,917082 ,947354 ,478856 ,437649 ,387627 ,405383 ,375670 ,358546 ,341525 ,249075 ,243878 ,236409 ,223034 ,
4154 康樂-KY,245282 ,227025 ,240734 ,222017 ,242489 ,255352 ,274153 ,294472 ,283141 ,296006 ,343017 ,330454 ,339417 ,336066 ,380787 ,371131 ,351074 ,331231 ,348257 
4157 太景*-KY,730566 ,795400 ,830407 ,441604 ,557820 ,662327 ,768892 ,852136 ,969267 ,1069656 ,1199494 ,153774 ,317019 ,346913 ,328644 ,372800 ,,,
4160 創源,310000 ,308063 ,311833 ,311773 ,319772 ,322478 ,318436 ,322157 ,337092 ,344294 ,346270 ,345573 ,385128 ,403609 ,371669 ,381895 ,392143 ,301866 ,297006 
4161 聿新科,1006210 ,1008381 ,1029006 ,1040158 ,1037299 ,1066705 ,1228908 ,808747 ,726287 ,675796 ,660486 ,612811 ,577970 ,555543 ,377897 ,375814 ,353363 ,342812 ,
4162 智擎,3175394 ,3147279 ,3134629 ,3159171 ,3184596 ,3230239 ,2903411 ,2926528 ,2922914 ,2687407 ,2712888 ,2718094 ,1825957 ,1617109 ,1630417 ,1633116 ,1642159 ,758453 ,764974 
4163 鐿鈦,1460119 ,1395704 ,1451060 ,1376963 ,1301582 ,1192108 ,1356590 ,1290917 ,1227213 ,1091308 ,1211315 ,1142739 ,1096977 ,1032773 ,1084346 ,1068953 ,828838 ,740550 ,770361 
4164 承業醫,4816374 ,4841190 ,5548026 ,5566189 ,4924590 ,4818650 ,4974835 ,4690544 ,4636062 ,4636694 ,4706933 ,4663115 ,4561098 ,3570285 ,3833110 ,3834207 ,2729012 ,2602071 ,
4167 展旺,2089296 ,2136440 ,1478551 ,1591845 ,1746467 ,1442957 ,1184655 ,1293399 ,1371473 ,1481449 ,1473339 ,1394222 ,1457859 ,1489178 ,,1274728 ,,1201766 ,
4168 醣聯,2025181 ,2049296 ,2083489 ,2116651 ,2138865 ,2168586 ,2186696 ,2218565 ,2277102 ,2301921 ,2315465 ,2313794 ,2197386 ,858789 ,872714 ,859054 ,413309 ,423849 ,
4171 瑞基,326489 ,329169 ,331300 ,338703 ,349008 ,342103 ,349297 ,363348 ,369715 ,203841 ,210725 ,224039 ,240788 ,252724 ,265292 ,282059 ,,294291 ,
4173 久裕,1064153 ,1061150 ,1063854 ,1059969 ,1062691 ,1059514 ,1085538 ,1080529 ,1070155 ,1059780 ,1100266 ,1092362 ,457689 ,444164 ,478987 ,488802 ,,461824 ,
4174 浩鼎,6337094 ,6589745 ,6574560 ,7183992 ,7356586 ,7387136 ,7510488 ,1443861 ,1584020 ,1686955 ,1845768 ,1929202 ,1810047 ,637777 ,,829772 ,,957454 ,
4175 杏一,633415 ,618743 ,698253 ,671688 ,642605 ,611801 ,665492 ,632159 ,600723 ,574508 ,410742 ,385002 ,358328 ,331483 ,329560 ,298498 ,,274049 ,
4180 安成藥,6326921 ,6551043 ,6395886 ,6629914 ,6823098 ,4010287 ,3575650 ,3834412 ,3785401 ,3871088 ,4112404 ,4240840 ,1071655 ,1043262 ,1189970 ,1358083 ,,1250868 ,
4188 安克,689215 ,700901 ,359389 ,374521 ,389497 ,403560 ,415538 ,249791 ,263035 ,276216 ,284831 ,292220 ,86471 ,91509 ,,95406 ,,35484 ,
4190 佐登-KY,1383207 ,1339219 ,1591273 ,1537084 ,991198 ,873311 ,855254 ,792469 ,694712 ,596791 ,639710 ,559237 ,804814 ,,,536138 ,,,
4192 杏國,1001292 ,673136 ,756157 ,842809 ,795732 ,919974 ,1055015 ,896731 ,376495 ,483248 ,560384 ,549363 ,,,,221346 ,,,
4198 環瑞醫,985704 ,1119943 ,1240968 ,1371302 ,1530539 ,1623409 ,2124992 ,2307600 ,1643593 ,1797862 ,1147924 ,1255983 ,,191730 ,,68017 ,,,
4205 中華食,1254691 ,1191551 ,1282916 ,1233027 ,1186495 ,1128748 ,1194395 ,1159741 ,1125571 ,1083506 ,1198584 ,1166873 ,1133364 ,1100150 ,1126878 ,1117127 ,1086658 ,1050111 ,1143569 
4207 環泰,2335182 ,2370244 ,2350363 ,2291461 ,2284881 ,2397049 ,2493399 ,2545388 ,2566814 ,2480813 ,2559591 ,2477871 ,2473360 ,2350917 ,2488073 ,2222624 ,2146331 ,2000570 ,2008976 
4303 信立,742365 ,744826 ,770740 ,766881 ,773690 ,737533 ,728545 ,728057 ,708226 ,681887 ,661245 ,649669 ,637275 ,627613 ,613481 ,624663 ,632819 ,633213 ,631965 
4304 勝昱,376253 ,399044 ,416782 ,412831 ,454670 ,466427 ,484119 ,383105 ,399766 ,416907 ,454952 ,496360 ,520638 ,541514 ,564200 ,589647 ,580300 ,610894 ,614227 
4305 世坤,935425 ,912874 ,987990 ,953489 ,907712 ,861096 ,917606 ,891218 ,855682 ,828138 ,896785 ,863116 ,830766 ,800252 ,851379 ,823893 ,794340 ,760397 ,786216 
4306 炎洲,10701689 ,11066461 ,11672334 ,11638581 ,12470166 ,12164530 ,12262296 ,12417043 ,12177749 ,11940070 ,12411448 ,11193458 ,10537903 ,10176045 ,10105890 ,10051940 ,9415540 ,9334215 ,9708009 
4401 東隆興,2519664 ,2382055 ,2682961 ,2562443 ,2442594 ,2294234 ,2539121 ,2443297 ,2347428 ,2221064 ,2550749 ,2429184 ,2253533 ,2095260 ,2196704 ,2082997 ,2016418 ,1929336 ,2129618 
4402 福大,186063 ,80041 ,106055 ,136484 ,207680 ,266626 ,316313 ,356379 ,417031 ,457530 ,485027 ,513461 ,465197 ,409764 ,423561 ,435308 ,465556 ,483524 ,524088 
4406 新昕纖,577532 ,583833 ,576010 ,575640 ,585755 ,582065 ,560669 ,565300 ,568972 ,577110 ,575424 ,579604 ,584361 ,594917 ,594379 ,609683 ,609884 ,616460 ,652319 
4413 飛寶,35889 ,35772 ,35984 ,38167 ,36197 ,28411 ,28391 ,30725 ,31787 ,36535 ,44575 ,44798 ,47454 ,58486 ,5242 ,8963 ,8815 ,8731 ,26158 
4414 如興,1345547 ,1374382 ,1245037 ,1142438 ,1498592 ,1588367 ,1653025 ,1687134 ,1672301 ,1643532 ,1004387 ,944877 ,789474 ,733842 ,700579 ,677431 ,688901 ,665895 ,636827 
4415 台原藥,41356 ,1751 ,11280 ,24725 ,78173 ,18151 ,25286 ,20972 ,52122 ,90636 ,31187 ,47799 ,55630 ,72304 ,81228 ,89379 ,89729 ,103870 ,87891 
4416 三圓,3525959 ,3651533 ,3998655 ,4012374 ,4106054 ,3996589 ,3449069 ,3427675 ,2978346 ,2792025 ,2675242 ,2148307 ,2034975 ,2038572 ,2739245 ,2799684 ,2691067 ,2432419 ,1889422 
4417 金洲,2293194 ,2207341 ,2256535 ,2206398 ,2174515 ,2041597 ,2074073 ,1988657 ,1854162 ,1765270 ,1798925 ,1749979 ,1688576 ,1654499 ,1688176 ,1596249 ,1575723 ,1342856 ,1334530 
4419 松懋,64100 ,79298 ,49838 ,66377 ,119866 ,125003 ,134121 ,145386 ,160497 ,182750 ,192630 ,202144 ,242660 ,279331 ,288224 ,289714 ,290665 ,297136 ,262387 
4420 光明,851193 ,845554 ,550551 ,543517 ,535565 ,531024 ,484986 ,478767 ,470922 ,463724 ,478552 ,480949 ,485244 ,490610 ,523583 ,522226 ,523856 ,519960 ,553836 
4426 利勤,2503204 ,2276992 ,2246353 ,2000161 ,1848905 ,1674156 ,1578306 ,1440522 ,1325489 ,1247281 ,1253062 ,1201360 ,1138182 ,1099693 ,1082100 ,1032400 ,1002652 ,953438 ,919646 
4429 聚紡,1044240 ,1045706 ,1067633 ,1051984 ,1079997 ,1057774 ,1067312 ,1053173 ,1059053 ,1058102 ,1056165 ,1048002 ,1046619 ,1040228 ,1039682 ,1032497 ,1037381 ,1037291 ,1129396 
4430 耀億,1853199 ,1886018 ,1970005 ,1955666 ,1962120 ,1888333 ,1927580 ,1903559 ,1845197 ,1801484 ,1849113 ,1813922 ,1776354 ,1663138 ,1587355 ,1543084 ,1509210 ,1288043 ,1290564 
4432 銘旺實,1403125 ,1397569 ,1554423 ,1487895 ,1448563 ,1336458 ,1497970 ,1436534 ,1378925 ,1299335 ,1391075 ,1284808 ,952596 ,903073 ,1010292 ,927409 ,750748 ,704182 ,731326 
4433 興采,769305 ,767013 ,769438 ,696742 ,683466 ,680791 ,667340 ,665338 ,488506 ,491432 ,505569 ,487799 ,487856 ,477288 ,457714 ,304478 ,,303039 ,
4438 廣越,4594038 ,4081409 ,4599196 ,4709529 ,4688430 ,3980305 ,,4194486 ,,,,2751116 ,,,,1750440 ,,,
4502 健信,544703 ,545978 ,535366 ,535947 ,244442 ,284924 ,264076 ,273424 ,289737 ,317567 ,334671 ,299072 ,390254 ,437266 ,470858 ,513998 ,544581 ,574213 ,538511 
4503 金雨,252969 ,253010 ,247490 ,240933 ,238844 ,193357 ,192383 ,193625 ,199410 ,203498 ,207592 ,216115 ,230212 ,235378 ,234058 ,256833 ,230326 ,238727 ,242275 
4506 崇友,3635676 ,3493944 ,3650651 ,3443744 ,3391012 ,3238476 ,3404792 ,3292745 ,3224875 ,3140823 ,3239069 ,3303611 ,3254747 ,3176241 ,3290155 ,3117160 ,3304333 ,3239373 ,3413747 
4510 高鋒,2330434 ,2291814 ,2292606 ,2179875 ,2114638 ,2009919 ,1908898 ,1831894 ,1573232 ,1465752 ,1506701 ,1408780 ,1387741 ,1201827 ,1148115 ,1123946 ,1134908 ,1121424 ,1147097 
4513 福裕,840486 ,889385 ,1098435 ,1130824 ,1213584 ,1017734 ,1037195 ,1021803 ,976491 ,952168 ,950783 ,946686 ,932729 ,953178 ,959903 ,956944 ,984449 ,981711 ,952154 
4523 永彰,1836774 ,1889636 ,1929448 ,1950293 ,1992045 ,1944501 ,1977579 ,2006699 ,1938620 ,1898461 ,1938923 ,1931538 ,1889233 ,1899367 ,1897202 ,1844328 ,1920822 ,1858418 ,1891998 
4526 東台,6098568 ,6160239 ,6427121 ,6412416 ,6379575 ,6053612 ,6354295 ,6359333 ,5652515 ,5407039 ,5560386 ,5388332 ,5278663 ,5212878 ,5287605 ,5270006 ,5189885 ,5118781 ,5343087 
4527 方土霖,1346979 ,1286708 ,1382249 ,1376977 ,1310058 ,1241450 ,1351845 ,1333642 ,1275288 ,1208594 ,1291341 ,1261971 ,1173882 ,1122949 ,1074643 ,970938 ,889954 ,821550 ,819212 
4528 江興鍛,1597148 ,1579095 ,1711603 ,1684226 ,1647134 ,1542617 ,1604650 ,1535037 ,1431333 ,1340526 ,1370850 ,1337667 ,1284590 ,1251041 ,1241311 ,1191919 ,1176476 ,1151267 ,1170592 
4529 昶洧,4915294 ,4997100 ,5081396 ,4977130 ,4990191 ,788393 ,712001 ,736953 ,756059 ,876881 ,949907 ,910027 ,772008 ,787458 ,661994 ,661718 ,574446 ,572976 ,603566 
4530 宏易,326618 ,196326 ,219602 ,239842 ,294344 ,243416 ,248094 ,268592 ,284983 ,294712 ,314571 ,332604 ,407231 ,461177 ,468939 ,482914 ,640894 ,661372 ,655383 
4532 瑞智,9411776 ,9033556 ,10178416 ,9946527 ,9922143 ,9485770 ,10437819 ,10309146 ,9628322 ,8884211 ,9380692 ,8983778 ,8605790 ,8315203 ,8241559 ,7886794 ,7658714 ,7559890 ,7723807 
4533 協易機,2646054 ,2638405 ,2692971 ,2651520 ,2698575 ,2591125 ,2644785 ,2652537 ,2544097 ,2279484 ,2288361 ,2215500 ,2138556 ,2111332 ,2128960 ,2062021 ,2044097 ,2079476 ,2113746 
4534 慶騰,956368 ,952183 ,948924 ,958252 ,950793 ,907314 ,949706 ,960153 ,950311 ,896146 ,808640 ,790062 ,691552 ,678161 ,647075 ,640512 ,658619 ,664715 ,670176 
4535 至興,2471244 ,2442991 ,2574932 ,2513761 ,2464112 ,2343912 ,2502661 ,2464269 ,2365783 ,2310964 ,2435675 ,2338595 ,2260856 ,2221560 ,2316271 ,2249305 ,2207958 ,2184564 ,2300070 
4536 拓凱,4880219 ,4862950 ,5242135 ,5162271 ,5135467 ,4742652 ,5010485 ,4991080 ,4626338 ,4323320 ,4701420 ,4606455 ,3268667 ,3150923 ,3162748 ,2948695 ,,2711627 ,
4541 晟田,1321856 ,1338659 ,1371560 ,1383007 ,1369451 ,1349733 ,1399110 ,1189238 ,1153810 ,911249 ,950094 ,924083 ,888597 ,870777 ,859872 ,876379 ,,,
4542 科嶠,489636 ,511451 ,537055 ,571192 ,596947 ,583091 ,665542 ,659552 ,618653 ,396746 ,442967 ,401697 ,363210 ,339118 ,375408 ,357997 ,,268214 ,
4543 萬在,1474619 ,1464223 ,1512392 ,1378264 ,1364999 ,1312035 ,1352702 ,1312760 ,1277412 ,1234663 ,,1133166 ,,1062936 ,,1004745 ,,857116 ,
4545 銘鈺,1922237 ,1925662 ,2291422 ,1556581 ,1345469 ,1151500 ,1450880 ,1326694 ,1198927 ,996937 ,1075879 ,987080 ,,807273 ,,769538 ,,,
4549 桓達,1189107 ,1170336 ,1255671 ,1211894 ,1188488 ,1142963 ,1247739 ,1227924 ,828401 ,774818 ,815896 ,783152 ,,,,714167 ,,,
4550 長佳,690895 ,651759 ,653663 ,631386 ,652386 ,643669 ,662705 ,575410 ,546116 ,528677 ,556299 ,550679 ,,420185 ,,516283 ,,415401 ,
4551 智伸科,2561016 ,2517346 ,2713531 ,2633229 ,2662218 ,2042799 ,2270067 ,2244933 ,2105425 ,2009656 ,1944756 ,1855289 ,,1507038 ,,1359049 ,,,
4552 力達-KY,4661622 ,3432293 ,3468797 ,3229454 ,3110833 ,2742872 ,2531959 ,2464831 ,2199644 ,1937668 ,1148577 ,990278 ,,,,436588 ,,,
4554 橙的,454078 ,303308 ,286566 ,314314 ,305772 ,288501 ,286270 ,275262 ,,189623 ,176246 ,166368 ,,137586 ,,120350 ,,,
4555 氣立,2623897 ,2620148 ,2795739 ,2794133 ,2389512 ,2240737 ,2377275 ,2352375 ,2250310 ,2123136 ,2183006 ,2137588 ,,1786670 ,,1644009 ,,,
4556 旭然,591410 ,598776 ,620472 ,623827 ,518918 ,492069 ,514608 ,517385 ,494484 ,345052 ,378589 ,376317 ,,,,335696 ,,,
4557 永新-KY,1215124 ,1192243 ,1323660 ,1378159 ,1058823 ,939635 ,926910 ,909508 ,841155 ,776101 ,741298 ,715322 ,,,,316958 ,,,
4609 唐鋒,463703 ,452236 ,454488 ,460253 ,473952 ,421898 ,453879 ,478746 ,489850 ,478347 ,488549 ,498049 ,505079 ,510310 ,508327 ,523370 ,552942 ,555733 ,560102 
4702 中美實,2970440 ,3053583 ,3069622 ,2892573 ,2886435 ,2721115 ,2728273 ,2707754 ,2526896 ,2460807 ,2535459 ,2484646 ,2458252 ,2448742 ,2517818 ,2447177 ,549684 ,560646 ,565631 
4706 大恭,1377114 ,1347928 ,1377644 ,1345168 ,1321095 ,1273802 ,1341232 ,1331922 ,1308733 ,1272746 ,1344644 ,1323554 ,1301639 ,1270783 ,1317573 ,1315846 ,1302461 ,1276342 ,1330321 
4707 磐亞,3445575 ,3278056 ,3444769 ,3490474 ,3593753 ,3626614 ,3851032 ,3712592 ,3400954 ,3864539 ,34717122 ,33208178 ,32293501 ,31354845 ,30691108 ,30081753 ,29543249 ,28653351 ,28217371 
4711 永純,1135361 ,1113495 ,1123690 ,1100728 ,1082605 ,1066705 ,1100520 ,1093231 ,1087369 ,1085169 ,1140871 ,1129277 ,1105915 ,1103486 ,1137321 ,1130390 ,1122284 ,1120137 ,1166892 
4712 南璋,736443 ,763085 ,590144 ,610414 ,697440 ,697504 ,745651 ,754730 ,810045 ,861527 ,863798 ,877047 ,923441 ,961865 ,885018 ,861605 ,941822 ,979922 ,845338 
4714 永捷,874581 ,859166 ,865634 ,855713 ,854594 ,877259 ,872311 ,827991 ,791462 ,777862 ,760821 ,618942 ,603908 ,601162 ,602151 ,551147 ,569263 ,615436 ,617682 
4716 大立,889989 ,885767 ,892375 ,888020 ,878710 ,865509 ,876906 ,867259 ,842423 ,832248 ,845637 ,837315 ,831144 ,821161 ,828872 ,828887 ,821776 ,798652 ,803416 
4720 德淵,1045820 ,1052183 ,1124170 ,1108499 ,1113251 ,1037378 ,1037847 ,1027627 ,984036 ,932045 ,967974 ,966689 ,939235 ,942012 ,958796 ,964704 ,966809 ,953867 ,935210 
4721 美琪瑪,1064341 ,1053963 ,1134115 ,1097596 ,1081314 ,1005172 ,1106413 ,1105093 ,1056364 ,1030336 ,1097418 ,1038756 ,1005862 ,993534 ,1036259 ,1014040 ,1010550 ,986540 ,1090339 
4722 國精化,2227817 ,2144627 ,2318901 ,2009322 ,1903627 ,1794117 ,1860135 ,1801574 ,1712236 ,1642520 ,1726323 ,1704886 ,1663154 ,1635732 ,1701578 ,1312728 ,1236787 ,1189116 ,1225698 
4725 信昌化,3439566 ,3516927 ,3426087 ,3740061 ,4230733 ,4703471 ,5058876 ,5713359 ,6153227 ,6228631 ,6213787 ,6315504 ,6520504 ,6661733 ,6845072 ,6861473 ,6966524 ,7043747 ,8968634 
4726 永昕,1333241 ,1351019 ,1396892 ,1454214 ,1467512 ,1519882 ,1601606 ,1637106 ,1632174 ,1667916 ,1663273 ,1705956 ,872324 ,900155 ,915657 ,182903 ,,189753 ,
4728 雙美,543800 ,541921 ,561378 ,558244 ,582119 ,599779 ,657372 ,659307 ,651312 ,642085 ,676327 ,669863 ,657499 ,647693 ,659418 ,645430 ,631929 ,636764 ,672034 
4729 熒茂,2097549 ,2399937 ,1794398 ,1735438 ,1379931 ,2630927 ,2664100 ,2782742 ,1736726 ,1699355 ,1538579 ,1513494 ,1833050 ,1868721 ,1974277 ,2107903 ,2284773 ,2376850 ,2466646 
