company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
漢平,2488,"319,433","198,047","89,926","239,257","158,846","89,794","46,222","182,152","117,159","75,844","41,642","274,583","155,996","85,569","31,770","62,581","15,582","1,933","-7,552"
瑞軒,2489,"1,677,031","1,412,830","1,043,408","1,737,720","707,700","191,042","68,784","858,208","662,634","534,962","347,651","1,144,186","812,873","525,650","247,922","1,921,162","1,308,302","906,453","408,500"
吉祥全,2491,"-51,082","-34,639","-16,324","-4,637","-67,133","-45,693","-21,342","150,298","234,599","253,465","109,062","-313,218","-341,586","-331,896","-124,608","-1,496,143","-1,069,876","-936,492","-138,107"
華新科,2492,"1,687,824","976,877","432,011","1,262,987","939,574","492,204","162,907","639,757","399,024","63,151","-18,546","-487,106","-396,427","-353,657","-336,252","-1,432,099","-994,161","-898,433","-662,283"
揚博,2493,"261,392","171,587","103,473","286,899","216,987","89,773","49,670","374,998","271,665","192,087","89,943","259,654","217,344","161,358","81,304","346,762","292,731","183,972","70,712"
普安,2495,"140,718","86,808","30,320","293,633","188,024","70,697","43,155","188,383","68,910","7,984","19,191","47,191","24,493","19,557","30,148","116,715","99,450","109,300","61,452"
卓越,2496,"-7,719","-7,858","4,941","-27,620","-7,758","-5,920","1,499","-90,881","-72,804","-42,121","-12,552","-25,952","-19,885","-1,095","1,657","20,332","-5,240","-13,118","-8,311"
怡利電,2497,"5,592","22,219","6,402","210,928","213,674","137,269","95,404","536,311","357,080","241,132","141,807","357,041","227,668","103,130","38,496","191,242","146,374","87,232","43,668"
宏達電,2498,"-7,464,716","-5,675,329","-2,616,447","-15,533,068","-12,151,142","-7,674,188","360,057","1,483,046","1,016,837","376,154","-1,881,263","-1,323,785","-1,639,099","1,334,637","85,126","17,589,186","16,579,784","12,474,832","4,804,974"
東貝,2499,"37,856","31,203","3,134","191,570","188,600","127,226","63,095","372,743","576,011","293,076","164,430","209,374","237,708","200,222","91,570","77,421","149,850","130,870","51,309"
國建,2501,"1,799,101","1,196,007","229,236","2,194,124","1,757,050","1,781,601","1,477,547","2,860,249","659,941","214,578","-113,254","1,583,962","1,504,250","1,277,063","362,220","1,646,118","1,306,791","1,091,944","280,935"
國產,2504,"-2,047,632","-1,164,895","-327,667","-613,469","-36,175","39,133","85,322","1,068,273","686,546","380,370","148,282","1,114,183","328,473","50,038","-7,654","320,516","157,195","-8,792","-81,247"
國揚,2505,"-117,211","-38,613","-53,128","338,227","271,487","276,915","-102,994","50,339","109,150","83,379","92,254","1,687,977","413,821","398,535","231,251","1,273,924","149,738","66,329","18,038"
太設,2506,"280,125","120,244","34,987","196,756","213,434","150,491","122,302","400,279","296,570","-65,647","19,806","721,762","123,163","149,754","-50,915","252,184","132,210","94,750","-4,201"
全坤建,2509,"-38,153","-34,904","16,620","714,695","-60,103","-113,943","-56,634","-206,419","-139,069","-58,266","-25,072","414,858","445,316","-80,805","-19,847","231,119","236,858","185,840","173,073"
太子,2511,"485,524","310,236","104,705","2,233,568","846,476","709,020","193,847","2,379,634","970,101","657,698","214,275","1,635,472","-67,258","115,863","104,106","1,775,845","1,118,027","1,143,700","520,730"
龍邦,2514,"422,948","-85,739","-66,015","-230,721","-840,139","1,040,332","1,114,376","1,642,160","1,945,216","467,985","485,178","550,124","1,053,412","379,648","844,981","1,898,488","979,450","451,188","541,750"
中工,2515,"194,946","30,481","42,215","533,746","1,412,900","2,030,479","2,006,603","534,156","367,939","56,641","41,713","274,966","120,053","28,273","7,362","404,540","303,780","187,616","43,558"
新建,2516,"158,035","20,873","25,592","124,915","132,450","111,360","88,232","149,117","173,745","111,447","78,367","-28,122","-114,745","-185,956","39,294","168,168","121,701","93,303","27,548"
冠德,2520,"728,624","389,341","125,451","702,498","13,904","5,316","133,676","3,032,005","1,475,899","1,526,377","1,253,737","1,220,220","218,392","245,394","336,954","1,118,277","544,489","414,409","281,428"
京城,2524,"228,978","11,664","47,279","233,508","185,494","77,201","66,923","975,599","684,679","186,934","112,688","1,563,557","1,296,424","660,402","289,342","1,426,902","679,421","439,011","206,443"
宏璟,2527,"92,104","-31,571","12,337","688,561","563,381","413,170","48,613","870,236","940,598","-50,704","9,395","321,940","-103,319","-121,805","-57,079","315,956","172,143","153,520","-34,342"
皇普,2528,"-11,716","-6,329","-10,258",815,"-23,617","-15,590","2,455","56,126","58,440","36,728","37,550","161,132","-39,857","-26,238","-12,771","33,340","49,638","62,474","16,824"
華建,2530,"471,885","493,256","553,109","684,918","33,382","-33,544","-14,684","-185,102","-94,960","-58,511","-33,686","-47,654","10,060","69,194","98,021","42,606","54,867","64,382","73,060"
宏盛,2534,"290,836","260,170","9,954","401,312","331,208","408,743","-47,614","-237,239","-284,539","-220,361","-121,050","-145,411","-597,429","-437,504","-79,140","295,326","352,154","389,150",196
達欣工,2535,"358,100","294,290","144,711","325,551","223,241","120,937","84,535","518,087","435,765","412,194","98,210","853,176","749,763","389,164","361,553","537,354","457,758","261,646","102,740"
宏普,2536,"1,355,063","1,242,797","970,637","1,466,340","1,224,076","890,743","725,497","1,138,675","575,311","355,147","371,527","883,865","131,408","-10,560","86,390","1,090,175","1,152,308","762,529","464,230"
聯上發,2537,"411,196","372,466","263,688","673,064","38,454","50,304","29,813","283,122","245,404","143,295","97,847","551,312","432,433","376,173","255,537","199,197","122,785","113,956","53,002"
基泰,2538,"-77,615","12,594","112,420","1,707,846","1,872,981","1,774,219","521,790","1,301,486","1,300,754","1,236,939","54,961","896,368","652,433","93,462","39,019","815,358","473,842","272,387","124,978"
櫻花建,2539,"107,064","104,566","112,799","1,004,245","645,789","658,174","9,339","1,106,322","868,597","502,978","17,065","990,874","235,935","242,041","-15,488","129,201","127,201","27,103","33,843"
愛山林,2540,"201,649","45,772","5,706","214,675","92,917","33,489","31,166","77,123","102,806","31,444","-43,410","200,051","-26,798","-10,737","-4,207","-16,271","-10,998","-7,686","-4,148"
興富發,2542,"5,979,921","3,588,558","2,793,874","8,954,895","2,962,939","2,504,091","2,818,767","10,746,861","9,048,690","2,860,480","664,049","6,459,108","5,364,616","4,460,508","3,819,216","6,065,117","3,561,189","2,308,197","1,459,218"
皇昌,2543,"93,460","72,703","39,493","136,189","137,884","83,122","58,234","305,914","189,514","77,102","20,615","248,012","43,314","1,702",463,"10,858","2,368","5,106","26,157"
皇翔,2545,"2,348,258","2,151,616","406,574","90,679","-190,315","-118,709","15,898","1,835,629","1,043,794","592,621","-171,949","1,653,751","1,725,716","1,394,965","572,503","4,839,612","4,387,188","2,991,272","673,966"
根基,2546,"186,282","92,812","47,690","134,379","138,959","52,870","22,349","177,846","164,398","128,585","76,140","177,827","144,136","100,345","49,525","118,938","73,663","21,729","60,004"
日勝生,2547,"-4,434,431","-3,550,481","-245,645","-1,365,291","-991,846","-263,397","-89,458","-411,424","-298,406","-190,989","-36,057","10,146,954","8,140,397","-592,058","-257,466","1,041,071","119,792","198,445","8,228"
華固,2548,"1,061,276","-72,765","-35,078","2,662,058","2,253,081","1,889,483","1,169,817","1,438,939","-170,101","-313,477","-64,170","3,130,838","2,930,909","3,017,810","3,129,806","1,679,856","283,024","237,885","171,515"
綠意,2596,"237,159","71,619","-4,123","57,392","49,468","49,917","59,233","200,823","197,714","129,129","51,727","230,409","116,800","125,369","124,162","181,945","72,747","60,287","41,779"
潤弘,2597,"439,959","177,826","80,955","800,825","621,203","316,889","168,229","1,318,994","975,347","495,427","224,217","1,199,583","791,494","455,834","210,322","289,235","145,760","78,450","54,428"
益航,2601,"-977,848","-492,330","-517,375","-1,339,207","-964,116","455,065","297,609","485,535","418,475","692,199","419,941","190,014","43,531","-145,846","-55,388","977,122","597,576","461,023","476,004"
長榮,2603,"-7,457,932","-5,860,169","-4,587,588","-4,739,297","-759,593","1,806,574","1,856,562","2,035,049","961,697","-1,513,967","-1,926,251","-2,046,804","-2,436,635","-2,526,155","-1,956,855","-418,637","-300,360","-2,920,177","-3,910,202"
新興,2605,"726,487","598,926","387,744","1,364,205","1,042,010","626,669","359,580","1,290,182","997,151","708,170","432,571","1,701,230","1,202,460","890,957","459,930","2,369,375","1,813,947","1,237,088","669,192"
裕民,2606,"-1,119,855","-1,126,860","-647,949","824,397","610,232","182,139","64,282","2,088,252","1,764,145","978,459","361,676","1,566,909","870,872","437,758","197,537","1,804,247","1,563,105","1,056,038","579,766"
榮運,2607,"604,517","433,998","196,290","843,287","649,767","428,596","196,944","674,798","446,691","224,441","117,679","581,298","441,961","266,162","131,740","514,076","448,925","332,768","147,127"
大榮,2608,"1,018,308","754,571","341,727","1,334,321","1,026,238","704,807","271,062","990,017","727,133","437,014","212,900","902,691","683,755","416,727","181,412","810,449","601,883","372,442","150,129"
陽明,2609,"-12,980,174","-8,450,550","-3,661,306","-7,788,491","-3,974,607","223,472","247,691","436,933","133,614","-1,307,205","-1,535,621","-2,909,910","-4,228,456","-5,298,389","-2,684,641","65,239","-2,453,287","-5,186,984","-5,371,864"
華航,2610,"1,999,069","1,412,188","1,507,465","5,926,210","5,263,789","3,050,515","1,882,204","-597,488","-2,419,339","-3,659,562","-2,701,227","-948,880","292,356","-1,171,669","-1,100,256","242,772","553,120","-929,243","-894,225"
志信,2611,"-18,725","25,036","5,721","32,713","64,955","30,405","27,772","62,039","53,183","-13,122",-50,"10,987","-64,081","-42,862","2,590","821,885","934,328","1,080,544","-31,080"
中航,2612,"134,142","112,932","78,822","332,787","230,347","129,755","143,353","332,714","227,609","127,095","65,410","396,648","330,161","192,853","121,580","572,808","383,972","255,414","204,009"
中櫃,2613,"29,254","34,140","2,547","22,485","2,422","12,107","-6,582","112,317","84,653","47,113","6,118","80,449","44,059","28,531",971,"47,537","20,369",-181,"-18,561"
東森,2614,"364,792","9,302","-292,272","-2,336,537","-945,575","-586,762","-470,263","-3,708,173","-3,198,799","-2,729,200","-1,503,780","-231,030","-178,293","-715,652","-920,930","-3,816,122","-1,913,439","-1,768,408","-1,278,703"
萬海,2615,"354,363","286,212","15,218","3,930,645","4,216,071","3,164,281","2,075,830","5,317,594","3,584,910","1,756,986","656,568","2,144,182","900,399","551,912","113,322","1,832,137","1,441,398","788,264","-379,065"
山隆,2616,"270,486","162,249","62,205","222,544","166,952","103,825","45,575","236,816","177,629","93,249","39,391","259,369","199,137","113,596","59,295","285,180","242,593","152,235","49,506"
台航,2617,"-14,575","2,142","9,027","93,911","102,326","50,787","83,438","305,504","217,379","172,433","93,008","542,293","462,638","405,331","254,156","630,035","507,406","373,528","263,126"
長榮航,2618,"5,116,642","2,595,235","1,201,439","6,859,210","6,374,880","3,899,702","2,141,433","-789,918","-204,956","-543,602","-781,121","1,279,725","1,090,509","-841,568","-775,895","1,041,083","1,089,246","-612,274","-961,437"
台灣高鐵,2633,"3,127,463","2,221,342","1,113,706","20,872,630","-790,891","-561,358","-408,814","5,534,408",,"5,090,916",,"3,288,951",,"2,042,226",,"3,576,836",,"1,681,025",
漢翔,2634,"1,503,788","1,064,963","483,793","2,029,169","1,661,883","868,045","423,427","1,871,503","1,180,582","839,557","422,318","1,275,864","1,416,058","981,889",,"1,248,298",,"708,789",
台驊,2636,"96,864","53,719","6,336","303,900","236,021","145,515","45,530","206,665","179,287","76,126","13,261","108,691","99,814","48,962","4,203","68,876","45,884","4,624","-17,286"
慧洋-KY,2637,"864,756","844,349","848,199","2,249,398","1,818,614","1,092,310","533,115","1,803,393","1,187,091","798,933","575,633","1,498,521","1,048,185","907,347","539,192","2,153,936","1,535,023","1,238,907","901,583"
大車隊,2640,"104,473","67,964","44,415","181,585","157,274","111,836","49,903","256,409","180,969","120,819","58,375","215,613","156,654","98,093","42,816","143,467","109,974","67,297","42,787"
正德,2641,"-13,297","-17,349","-13,227","56,464","17,627","14,683","3,106","52,924","35,362","29,011","15,844","49,269","35,107","20,040",-819,"35,759",,"27,747",
宅配通,2642,"76,225","68,114","48,040","101,221","104,607","97,673","42,521","155,891","98,571","80,421","42,768","184,700","132,941","104,772","62,675","242,951",,"97,709",
捷迅,2643,"113,627","70,285","37,026","88,087","61,094","39,050","13,267","43,096",,"19,277",,"27,670",,"-1,356",,"56,799",,,
萬企,2701,"307,942","185,682","83,200","328,370","286,692","169,185","64,822","280,347","234,942","137,249","47,806","206,002","170,337","94,116","29,108","209,699","146,909","107,391","38,215"
華園,2702,"52,727","44,179","20,774","56,771","51,363","32,349","17,913","62,846","44,899","31,272","12,984","38,068","34,576","21,169","14,872","70,613","59,346","44,241","7,752"
國賓,2704,"316,874","160,684","115,341","408,598","340,309","188,945","119,168","410,339","345,303","183,951","120,273","364,322","287,556","146,041","95,533","276,608","206,537","124,205","68,484"
六福,2705,"-295,906","-197,668","-68,874","115,777","236,327","212,876","222,496","66,597","-58,365","-101,241","-35,096","-138,945","-173,105","-113,926","-42,352","-105,449","-89,650","-122,353","-49,685"
第一店,2706,"430,170","270,635","126,485","458,337","400,229","242,635","96,770","396,220","329,274","194,996","69,368","303,373","238,791","133,186","44,148","279,169","185,558","136,185","41,281"
晶華,2707,"656,541","453,480","252,509","1,183,670","816,345","594,129","301,200","1,137,894","751,186","524,234","296,152","1,121,433","768,178","552,131","315,791","1,070,079","802,046","548,877","302,616"
遠雄來,2712,"60,462","24,120","12,037","88,587","75,636","29,969","13,187","98,240","86,640","25,107","5,157","65,178","52,381","2,835","-4,549","62,659",,"4,911",
晶悅,2718,"7,678","11,152","9,607","34,615","23,196","17,427","11,490","25,864","14,860","12,593","6,174","3,435","12,352","11,077","3,823","30,784","15,654","14,561","8,469"
燦星旅,2719,"-26,823","-17,009","-3,849","-15,419","14,232","22,980","20,639","29,084","33,265","13,766","16,233","62,116","66,660","30,975","25,793","17,263","28,016","4,007","16,839"
夏都,2722,"132,794","62,036","16,762","162,566","148,820","60,369","14,777","172,144","160,975","62,729","13,314","141,797","151,196","56,900","8,505","141,692","129,640","45,875","8,982"
美食-KY,2723,"1,259,325","759,756","379,297","1,166,043","806,910","386,054","192,135","543,786","330,496","198,752","185,761","604,348","499,634","335,597","189,391","1,005,702","837,951","577,631","330,731"
富驛-KY,2724,"-359,634","-120,293","-61,905","-149,184","-74,630","-8,803","-48,322","59,024","46,724","18,585","-17,701","51,083","31,274","6,294","-17,124","71,659","60,735","27,554",166
雅茗-KY,2726,"84,996","41,527","14,616","68,536","55,642","20,268","10,781","60,158","51,123","28,819","18,238","69,080","47,121","8,687","5,829","55,490",,,
王品,2727,"441,635","246,655","122,783","226,964","413,719","375,982","232,293","888,853","815,888","583,518","340,831","1,115,276","953,505","650,692","347,294","1,207,212","956,724","593,142","322,645"
瓦城,2729,"264,490","170,201","86,547","279,208","233,882","161,072","78,106","253,466","224,266","147,440","82,314","244,371","214,396","139,176","66,481","185,020","149,277","86,519","40,603"
雄獅,2731,"229,971","171,161","75,525","445,586","407,916","310,087","135,047","383,025","328,689","190,495","82,235","372,534","300,485","162,962","88,829","136,670",,"55,633",
六角,2732,"94,572","42,711","18,994","138,097","103,853","55,806","32,080","133,349","77,881","47,599","21,200","140,931","102,765","80,530",,"126,026",,"59,267",
易飛網,2734,"-21,366","-9,172","-4,704","-9,401","-4,452","5,796","7,360","46,968","33,315","20,765","12,312","55,632","41,191","25,520","12,137","20,277",,"2,197",
高野,2736,"51,176","59,334","59,610","263,642","214,468","181,324","50,949","150,371","123,227","76,350","52,294","86,535",,"67,307",,"99,226",,"46,523",
寒舍,2739,"167,776","131,455","98,240","302,699","158,507","138,852","92,783","284,404","201,716","171,245",,"322,273",,,,"281,457",,,
天蔥,2740,"-22,290","-15,031","-7,969","26,191","34,142","24,278","10,843","70,627",,"35,966",,"59,310",,"24,229",,"10,172",,,
雲品,2748,"138,149","97,987","65,179","181,332","109,588","86,382","55,575","135,817",,,,0,,,,0,,,
彰銀,2801,"9,315,696","6,069,967","3,394,114","11,643,337","9,198,361","5,936,798","2,882,057","10,897,180","9,113,548","5,968,223","3,100,347","8,818,249","7,049,802","4,724,453","2,349,219","8,470,750","7,531,676","4,924,886","2,273,301"
京城銀,2809,"3,578,036","2,195,020","1,104,772","3,682,754","2,886,558","2,388,457","1,146,290","5,196,354","4,038,410","2,886,106","1,264,937","4,142,013","3,001,257","1,896,752","1,072,401","3,443,896","2,468,999","1,543,511","723,722"
台中銀,2812,"2,528,793","1,585,836","789,771","3,477,032","2,810,863","2,028,285","1,024,368","3,738,325","3,089,131","2,056,561","1,042,269","3,060,271","2,497,859","1,710,802","793,972","2,777,958","2,064,091","1,268,646","657,086"
旺旺保,2816,"146,564","61,985","55,122","261,785","223,590","318,104","242,518","585,113","571,544","421,440","193,003","517,817","466,852","230,513","130,368","258,494","205,047","125,795","87,912"
華票,2820,"1,327,161","959,372","467,661","1,609,696","1,193,968","794,107","382,020","1,385,343","1,092,868","700,618","386,635","1,400,861","1,198,741","972,355","743,755","1,162,649","1,022,662","812,159","261,023"
中壽,2823,"9,069,425","5,916,137","2,692,231","9,171,902","10,225,629","5,711,899","3,296,178","6,511,959","5,612,880","2,819,226","1,576,757","5,999,242","4,198,167","2,716,246","2,076,092","4,783,680","4,008,632","2,012,258","1,010,012"
台產,2832,"388,732","181,622","120,397","1,092,006","929,883","781,872","234,224","658,276","475,063","328,719","212,272","820,835","618,106","350,710","179,760","738,641","638,429","365,815","251,094"
臺企銀,2834,"3,990,770","2,594,434","1,354,986","5,113,036","3,805,470","2,542,897","1,342,242","5,315,137","3,952,035","2,532,864","1,212,460","3,610,202","2,220,186","1,537,720","728,492","3,403,839","2,606,211","1,673,180","757,836"
高雄銀,2836,"492,806","320,318","164,495","591,331","471,622","311,032","166,144","508,525","353,582","210,800","134,441","419,105","301,093","193,165","110,709","386,202","306,594","216,875","122,055"
聯邦銀,2838,"2,041,935","1,238,045","659,626","3,138,924","2,249,730","1,365,740","730,440","3,123,485","2,365,343","1,555,397","727,963","2,887,804","2,143,044","1,462,676","699,009","2,625,102","2,209,754","1,475,091","698,315"
台開,2841,"171,947","316,067","30,215","2,039,605","239,937","42,918","-147,664","5,312,015","-196,545","-52,900","9,730","2,500,962","437,915","142,865","-119,900","171,567","-150,221","-60,354","-98,246"
遠東銀,2845,"2,463,883","1,645,495","862,267","3,914,132","3,106,794","2,049,291","1,077,398","3,698,080","2,971,894","1,975,594","1,005,804","3,061,270","2,727,746","1,854,580","910,377","2,563,373","2,237,872","1,541,445","857,367"
安泰銀,2849,"684,991","444,235","66,024","3,295,131","2,134,484","1,339,139","604,335","3,201,479","2,317,018","1,651,833","666,405","2,641,255","1,766,127","1,763,302","813,041","4,076,354","2,410,170","1,501,115","700,505"
新產,2850,"954,608","564,891","237,127","1,255,515","1,014,328","498,566","221,087","1,035,767","880,951","441,610","308,416","971,678","621,771","395,220","184,568","753,256","491,840","267,874","191,755"
中再保,2851,"626,822","308,408","75,318","765,865","548,767","493,527","312,872","870,874","706,136","466,566","224,135","732,090","679,060","214,194","153,388","679,368","579,203","426,575","407,898"
第一保,2852,"345,919","150,431","116,782","195,022","106,101","265,878","125,841","416,101","323,282","159,590","113,882","706,002","570,926","428,726","338,619","631,060","486,343","272,374","117,973"
統一證,2855,"1,051,742","313,063","192,114","962,535","668,604","951,023","558,741","1,587,281","1,182,361","1,080,613","464,136","1,365,453","920,739","490,417","302,120","1,116,860","916,439","589,162","655,586"
元富證,2856,"819,303","507,497","66,466","1,556,484","629,770","484,769","348,112","1,497,524","1,022,612","920,294","322,539","840,761","558,149","371,844","320,101","800,112","692,324","415,224","398,002"
三商壽,2867,"4,139,924","2,730,892","179,598","2,808,206","3,927,514","2,713,588","727,348","2,411,672","2,182,065","824,103","-629,126","2,448,612","2,285,125","1,529,499","473,852","1,537,918","2,264,502","663,928","79,103"
華南金,2880,"10,515,067","7,690,067","3,688,664","14,080,661","10,590,381","7,584,934","3,666,274","13,131,187","9,791,135","6,325,130","3,017,593","10,051,262","7,611,083","5,194,111","2,596,760","8,871,048","7,406,941","5,115,284","2,693,894"
富邦金,2881,"40,497,648","23,892,514","8,886,993","63,805,832","58,346,994","42,170,419","20,143,033","60,477,782","53,772,154","28,591,794","13,794,752","38,463,690","30,098,326","17,898,642","10,146,416","28,982,799","22,807,071","10,958,756","6,863,610"
國泰金,2882,"39,249,470","14,243,235","8,337,866","57,882,371","54,884,753","41,233,654","18,108,672","49,631,352","44,666,027","30,549,286","12,326,926","38,020,372","29,034,526","17,241,006","7,219,416","17,058,037","12,967,179","5,323,333","2,085,621"
開發金,2883,"4,503,300","1,943,281","1,155,298","8,615,175","6,149,045","5,156,320","2,782,485","10,837,331","7,995,053","4,798,975","2,735,244","8,448,474","6,386,521","3,586,808","1,461,299","5,295,623","4,532,881","2,472,760","1,688,794"
玉山金,2884,"10,714,476","7,232,972","3,715,563","12,878,959","10,443,629","6,699,106","3,194,866","10,615,132","8,477,494","5,582,852","2,876,519","8,416,051","6,570,669","4,363,450","2,268,184","7,058,236","5,663,164","3,871,663","2,069,280"
元大金,2885,"11,120,340","6,689,095","3,512,176","11,997,475","11,418,546","8,082,762","4,233,104","16,427,373","13,913,686","11,829,374","3,789,943","8,077,321","5,821,043","3,368,734","1,716,103","6,516,802","4,981,625","3,184,911","2,561,258"
兆豐金,2886,"17,652,150","9,431,773","7,646,106","29,273,269","21,627,869","15,453,245","8,204,910","30,259,644","23,822,326","16,135,992","8,047,442","22,494,569","18,212,270","11,914,238","6,187,587","21,543,614","17,779,618","12,725,819","6,664,377"
台新金,2887,"9,782,692","6,701,820","3,839,090","13,226,091","11,573,288","8,416,273","4,523,548","9,647,739","19,934,064","13,611,656","7,221,587","20,573,623","16,902,572","11,892,162","5,998,213","16,765,719","14,440,331","9,363,970","4,699,256"
新光金,2888,"2,060,606","-694,645","-2,563,227","6,838,003","4,472,109","6,591,892","3,597,918","7,843,019","7,595,853","3,317,827","1,385,703","10,568,064","11,356,357","7,268,445","7,646,383","10,362,589","10,795,470","7,942,970","3,206,983"
國票金,2889,"1,941,971","1,312,709","708,384","1,594,546","1,226,877","901,442","491,682","1,808,366","1,584,791","1,219,760","656,178","1,406,587","863,453","525,416","316,731","1,380,472","1,280,068","1,017,508","471,878"
永豐金,2890,"6,989,473","4,982,307","2,724,369","10,856,442","9,014,570","6,545,008","3,630,448","13,017,203","11,311,052","7,214,214","2,962,252","10,790,868","8,333,164","5,870,752","2,873,171","9,543,443","7,443,167","4,859,859","2,704,016"
中信金,2891,"23,333,739","14,306,497","6,566,976","35,402,042","24,949,536","17,225,087","9,775,513","39,443,580","37,294,268","28,482,164","7,797,385","21,510,240","18,275,950","13,303,379","6,445,920","21,187,820","15,525,946","10,834,981","5,188,333"
第一金,2892,"13,407,197","8,746,263","4,405,605","15,962,231","12,018,115","8,107,873","4,109,203","14,077,646","11,705,138","8,205,007","3,654,573","10,876,974","9,292,945","6,360,726","2,970,056","10,117,539","9,016,300","6,619,728","3,017,573"
欣欣,2901,"27,729","10,024","6,037","40,013","34,669","13,416","6,559","35,784","29,548","12,163","6,042","36,446","29,726","13,021","6,518","34,895","28,966","11,538","5,415"
遠百,2903,"675,367","511,935","388,048","2,153,301","1,112,532","421,285","200,823","2,159,418","1,318,819","935,112","500,199","3,040,718","1,796,147","1,230,288","948,165","2,506,291","1,283,819","802,887","913,511"
匯僑,2904,"82,948","62,398","37,149","154,946","127,143","87,535","42,360","153,291","124,255","80,586","40,472","150,554","124,313","85,942","49,133","201,010","162,582","101,512","49,891"
三商,2905,"4,442,844","2,765,317","342,571","3,133,276","4,246,696","2,919,450","741,649","2,634,762","2,460,017","997,749","-576,344","1,842,445","1,642,393","1,139,850","222,821","1,386,509","2,203,097","743,518","253,678"
高林,2906,"53,047","23,061","14,397","142,020","167,292","188,611","39,433","216,288","150,406","51,767","19,541","78,317","35,965","2,203","9,614","82,591","88,699","66,651","36,447"
特力,2908,"575,763","423,421","306,124","670,485","571,397","419,778","309,826","715,167","535,745","385,732","277,395","640,614","464,646","334,771","248,482","750,240","644,110","453,954","278,545"
統領,2910,"36,982","9,730","7,448","80,542","53,202","40,087","19,312","170,506","143,336","119,687","57,996","99,829","80,453","59,929","34,898","125,468","86,709","55,854","43,591"
麗嬰房,2911,"-149,232","-89,796","17,251","-52,191","-74,531","-68,424","34,817","-94,264","-177,170","-157,002","-49,919","-58,611","-129,944","-70,981","49,582","173,504","133,809","67,119","90,545"
統一超,2912,"8,821,499","5,684,052","2,743,265","9,442,454","7,588,820","4,837,870","2,367,042","10,248,160","8,496,366","5,699,124","3,208,147","9,242,293","7,428,440","4,869,073","2,268,424","7,623,507","6,213,860","3,806,388","1,927,645"
農林,2913,"347,578","204,053","127,883","760,152","609,075","418,333","219,782","875,496","551,422","293,358","170,687","1,032,995","679,556","477,039","305,342","944,994","351,336","210,419","55,956"
潤泰全,2915,"6,010,512","3,459,437","2,786,525","8,066,345","6,001,104","3,507,713","1,675,475","8,415,632","6,548,764","3,061,708","1,555,750","78,952,538","4,873,967","3,069,392","1,392,874","4,350,967","2,180,104","2,330,047","-71,779"
滿心,2916,"15,293","22,333","18,808","80,247","28,996","35,823","20,683","67,527","13,361","21,962","16,673","46,928","-2,216","7,066","-2,602","28,305","-3,416","11,433","20,872"
鼎固-KY,2923,"1,636,738","1,365,079","377,655","3,690,121","2,263,858","1,464,645","592,312","3,121,242","2,020,348","508,301","273,115","3,251,273","1,025,568","549,440","230,574","1,542,669","893,551","927,226",
東凌-KY,2924,"1,085",369,163,"24,863","12,746","7,655","3,314","85,484","53,030","31,675","14,579","132,275","89,094","56,776","30,237","126,234","90,399","56,075","26,901"
誠品生活,2926,"345,561","226,633","131,858","411,614","275,263","176,871","108,292","368,865","239,845","154,979","94,187","301,226","234,138","145,933","83,083","282,466","240,215","153,483",
紅馬-KY,2928,"63,497","61,400","24,933","52,525","2,266",686,"6,380","28,206","-37,051","-55,110",,474,"-63,232",,,"62,661","39,553",,
淘帝-KY,2929,"540,788","503,382","217,763","836,326","512,999","357,963","171,670","754,065","451,467","319,400","164,395","573,809","351,689","197,902","90,165","369,623",,,
客思達-KY,2936,"259,751","170,911","103,562","177,584","110,824","81,733","63,290","163,834","176,834",,,"173,814",,,,,,,
歐格,3002,"45,692","25,208","14,042","41,799","28,596","23,459","12,185","78,150","65,104","43,497","34,056","50,757","42,964","23,645","2,549","55,781","45,388","31,054","8,377"
健和興,3003,"255,971","174,947","80,817","379,503","306,048","168,741","85,562","391,658","298,215","204,114","109,108","305,195","204,463","111,466","69,658","348,902","301,937","244,647","81,283"
豐達科,3004,"158,955","112,252","55,300","238,228","163,790","94,297","46,502","-55,736","-66,241","94,224","59,777","110,751","79,257","67,896","50,070","181,109","129,809","89,398","47,314"
神基,3005,"1,258,404","744,244","339,452","1,428,070","1,017,228","713,292","409,585","851,952","253,155","264,861","46,199","499,230","282,228","199,456","99,264","463,978","286,470","232,918","71,286"
晶豪科,3006,"372,362","286,642","134,273","484,981","428,517","258,429","223,847","1,131,123","817,881","487,581","254,352","671,848","559,391","413,924","155,029","-174,352","-17,333","-78,683","-53,598"
大立光,3008,"14,273,471","7,312,881","3,622,708","24,156,528","17,437,190","9,231,438","4,407,254","19,438,094","12,007,307","6,721,762","2,999,700","9,609,791","6,205,165","3,884,622","1,849,221","5,577,634","2,708,260","1,547,779","882,437"
華立,3010,"883,092","577,947","358,342","1,228,353","890,716","569,748","290,249","1,368,268","991,314","618,581","303,557","1,239,023","919,609","579,733","299,142","1,040,195","798,284","478,301","248,063"
今皓,3011,"-22,312","-39,621","-32,077","-106,465","-95,846","-58,126","-17,353","-70,223","-39,050","-24,477","-10,766","-95,178","-71,647","-42,884","-23,797","4,300","4,974","3,421","-8,922"
