company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
晟銘電,3013,"131,968","52,573","-29,757","69,572","71,556",688,"-12,429","130,052","-22,000","1,215","32,391","95,649","54,587","9,085","-7,201","37,569","-54,564","-58,760",-966
聯陽,3014,"294,661","161,531","74,783","338,317","247,097","132,982","96,618","368,029","335,192","209,234","97,898","221,023","165,088","74,545","32,359","215,701","182,545","121,609","53,089"
全漢,3015,"208,725","108,625","52,208","377,860","108,054","-42,016","16,596","410,009","318,386","147,317","90,212","497,412","398,029","286,641","90,095","605,127","533,472","360,387","150,850"
嘉晶,3016,"18,821","36,705","12,238","-14,716","35,427","54,292","30,277","16,602","26,174","35,565","20,402","-27,227","7,909","-1,768","-6,159","-48,074","-33,756","-46,668","-39,348"
奇鋐,3017,"642,766","394,171","209,425","746,668","525,122","301,354","169,221","743,194","550,638","199,238","61,755","238,242","171,791","93,186","20,199","-55,449","-47,961","-35,746","-24,600"
同開,3018,249,"-6,975",704,"-51,683","-3,601","-1,262","-5,024","33,193","21,963","10,770","3,814","-9,488","-34,436","-25,745","-13,545","12,861","1,701",385,"9,132"
亞光,3019,"828,101","241,683","32,413","262,577","342,377","74,244","-44,154","-214,832","-48,519","-77,693","-110,700","-825,242","216,705","127,025","123,979","-309,405","-271,069","-380,404","-186,849"
鴻名,3021,"80,583","50,269","15,075","85,678","58,028","27,767","4,943","80,287","63,124","45,210","21,866","48,224","45,944","31,090","6,744","67,787","49,117","49,092","22,935"
威強電,3022,"949,343","623,617","336,591","1,166,793","948,471","659,581","334,861","1,480,757","1,063,305","689,689","372,000","1,115,868","837,852","510,240","283,107","1,015,104","859,056","546,835","251,305"
信邦,3023,"913,406","617,068","305,934","954,103","783,001","487,062","236,981","774,947","636,041","411,130","196,328","608,426","493,095","289,355","131,885","478,045","410,786","262,753","128,056"
憶聲,3024,"-67,630","-113,700","-49,136","-390,571","-239,862","-118,924","-63,790","-326,212","-147,541","-135,155","-97,283","-615,888","-416,645","-244,878","-95,353","-216,307","-19,144","13,845","-75,921"
星通,3025,"17,676","8,272","3,773","-17,027","-20,139","-13,680","-9,294","12,104","-4,067","-4,491","6,150","38,571","26,940","13,501","8,455","47,352","26,903",-114,"12,043"
禾伸堂,3026,"281,937","183,417","102,795","471,786","469,043","308,880","161,884","795,204","740,736","527,340","170,371","627,746","520,564","314,108","155,982","635,928","509,427","310,451","155,330"
盛達,3027,"50,111","36,700","9,503","39,734","30,391","17,668","1,513","35,485","43,580","15,532","8,671","35,149","43,095","1,312","5,802","34,891","60,527","56,729","-4,306"
增你強,3028,"220,720","161,271","112,006","337,934","246,583","158,726","101,917","365,288","265,832","176,928","97,116","229,744","301,756","218,770","114,950","320,632","262,948","182,005","107,733"
零壹,3029,"157,712","76,146","25,921","181,346","144,470","84,303","51,029","111,230","65,472","40,071","17,747","82,124","42,239","25,990","4,962","78,090","68,256","45,140","28,985"
德律,3030,"355,501","291,001","104,765","998,903","965,810","537,959","282,481","1,260,396","1,074,549","301,702","91,094","806,300","673,714","277,624","101,151","1,433,091","1,207,917","562,760","230,545"
佰鴻,3031,"113,567","72,631","4,904","-72,121","12,266","-33,364","6,510","15,959","12,708","-10,483","-3,457","-18,590","-38,067","-50,055","-23,309","-416,326","-310,808","-186,532","-63,172"
偉訓,3032,"249,556","149,566","89,261","267,705","175,166","88,411","60,371","210,556","161,897","121,520","56,577","39,592","44,184","19,030","9,737","1,774","7,834","-7,442","4,057"
威健,3033,"298,460","212,866","117,853","473,122","354,105","228,626","119,223","505,913","409,106","276,637","135,100","528,073","405,815","255,669","120,432","434,004","396,797","281,307","168,595"
聯詠,3034,"3,748,429","2,521,190","1,221,237","6,399,087","4,883,034","3,184,922","1,699,681","7,209,383","5,122,004","3,034,236","1,266,946","4,744,958","3,554,034","2,314,688","1,061,336","4,437,390","3,107,998","1,813,798","780,991"
智原,3035,"249,153","199,047","73,747","458,000","536,363","368,502","190,393","675,163","504,806","370,734","166,492","814,339","610,480","407,714","204,273","1,059,035","853,397","532,471","246,582"
文曄,3036,"1,501,716","841,759","403,259","1,983,418","1,475,398","967,053","479,238","1,837,340","1,350,037","796,687","338,838","1,304,360","980,524","620,430","297,547","1,077,382","819,779","480,378","234,623"
欣興,3037,"-676,179","-436,052","-230,624","30,999","-843,437","-976,851","-642,244","361,187","803,846","329,418","57,053","956,245","1,196,615","821,583","554,476","3,288,998","2,644,788","1,556,770","630,065"
全台,3038,"129,313","93,342","59,509","266,637","204,532","100,876","58,021","169,993","116,114","74,825","44,380","49,807","24,807","23,982","4,555","-109,784","-63,425","-69,510","-50,446"
遠見,3040,"141,006","80,252","59,326","136,512","121,383","67,428","14,450","563,844","533,484","36,662","5,007","29,813","28,550","22,995","12,406","53,565","28,636","14,115","5,464"
揚智,3041,"-201,861","-118,696","-25,875","-85,908","-103,739","-134,784",623,"264,650","228,679","116,429","82,749","890,788","824,493","868,494","-48,227","770,231","669,001","479,930","266,553"
晶技,3042,"705,811","437,705","226,166","938,203","683,896","398,043","221,065","995,174","732,031","464,174","222,112","935,161","693,024","429,204","209,434","1,148,886","822,517","460,309","198,649"
科風,3043,"-126,895","-112,685","-75,554","-65,120","-28,947","-27,315","-80,643","-175,445","-73,858","-27,589","49,093","-522,964","-378,207","-245,073","-148,737","-1,110,039","-807,922","-686,022","-207,892"
健鼎,3044,"2,340,972","1,364,661","670,349","2,832,666","2,008,293","1,059,472","537,675","2,655,905","1,905,627","1,118,165","582,214","2,366,848","1,758,513","1,147,759","608,208","2,910,725","2,292,032","1,620,923","779,090"
台灣大,3045,"12,326,615","8,200,600","3,941,483","16,168,029","12,280,304","8,003,069","3,935,034","15,554,014","12,360,718","8,443,885","4,176,119","15,817,781","12,180,428","7,875,247","3,855,662","14,916,282","11,343,216","7,396,937","3,444,402"
建碁,3046,"-226,606","-160,839","-66,394","-175,688","-145,040","-133,349","-64,107","-316,752","-223,980","-138,490","-48,452","-174,081","-130,403","-69,240","-18,489","-30,067","-3,322","24,491","28,601"
訊舟,3047,"52,148","71,352","6,942","139,696","121,944","18,296","-13,647","147,642","127,192","87,865","60,883","135,667","122,173","102,498","67,368","251,429","186,277","136,646","56,123"
益登,3048,"219,920","76,880","25,875","425,130","344,778","207,811","104,549","452,591","311,064","165,152","52,676","202,856","130,851","72,507","37,505","158,761","115,440","65,507","20,309"
和鑫,3049,"-846,507","-1,045,563","-414,018","123,984","213,029","29,766","136,922","577,966","558,146","449,448","300,161","309,339","695,964","427,242","70,454","-2,295,147","-2,006,933","-1,468,786","-635,460"
鈺德,3050,"94,498","54,794","21,406","141,762","92,316","68,272","16,490","-64,342","-5,522","1,274","13,407","-59,034","-24,690","-12,925","12,265","4,236","-25,077","-49,559","-17,755"
力特,3051,"-382,635","-210,720","-135,013","307,305","310,632","176,654","152,235","536,795","220,678","5,924","-3,547","536,622","476,456","417,052","205,777","105,897","86,928","65,952","-3,100"
夆典,3052,"16,957","10,087","4,557","137,872","90,394","57,979","8,346","178,973","86,992","123,718","155,130","1,260,711","202,701","10,099","3,497","177,508","158,306","128,086","91,699"
立萬利,3054,"57,816","27,526","22,141","-103,453","-54,962","-34,903","-16,891","15,304","29,633","35,587","29,068","289,775","274,542","164,082","83,019","-58,152","-42,682","4,101",581
蔚華科,3055,"94,491","83,798","46,940","602,765","75,518","62,606","27,356","289,690","271,869","168,525","43,925","-513,619","-41,861","47,263","14,048","60,400","62,970","21,111","-39,486"
總太,3056,"1,015,836","1,037,768","-16,182","727,922","606,469","47,748","57,521","390,902","4,363","16,050","15,557","1,319,527","1,254,077","631,669","364,493","487,267","286,894","166,723","71,998"
喬鼎,3057,"-171,564","-118,242","-54,918","77,569","75,390","55,691","51,349","408,983","278,581","177,779","83,555","331,287","232,862","160,000","65,979","102,356","55,248","31,160","11,072"
立德,3058,"79,789","42,494","20,259","15,230","44,792","33,657","6,903","18,579","44,417","6,736","28,801","122,575","159,148","82,550","33,519","359,100","294,196","157,301","53,451"
華晶科,3059,"-11,312","-39,986","-54,208","274,380","240,554","43,507","2,618","276,175","245,589","214,995","81,794","-330,515","32,006","-29,697","-45,730","280,103","256,886","172,808","62,632"
銘異,3060,"143,975","81,308","20,079","801,743","650,781","335,950","232,721","776,243","523,324","278,896","142,182","527,319","334,472","200,236","113,903","999,013","1,046,237","1,014,624","235,582"
建漢,3062,"232,388","186,493","106,899","459,043","328,412","205,097","128,869","342,178","237,849","135,522","20,172","158,176","159,879","126,516","58,733","69,766","56,828","35,296","23,591"
泰偉,3064,"-71,481","15,766","83,195","-272,321","-208,306","-165,625","-122,415","-191,447","-153,364","-87,974","-33,657","-32,604","-13,698",107,"-61,984","34,630","-20,064",295,44
李洲,3066,"-94,867","-66,936","-17,529","-233,728","-143,656","-96,128","-49,873","-155,251","-118,499","-77,780","-56,718","-323,172","-160,588","-69,806","-41,746","-126,991","-131,830","-96,350","-46,601"
全域,3067,"-28,398","-26,202","-18,980","-38,858","-33,635","-22,247","-17,292","5,039","-7,564",47,"1,346","-42,602","-10,702","-17,834","-3,488","-26,524","5,882","4,720","6,903"
美磊,3068,"274,698","144,462","58,224","156,045","110,502","50,350","25,884","116,761","84,495","29,238","13,883","107,535","124,687","40,804","8,088","64,640","80,367","34,925","16,397"
協禧,3071,"67,079","30,690","3,331","6,797","-7,573","-9,586","-13,468","1,019","4,381","-4,473","-14,868","-165,527","-94,453","-59,022","-35,468","4,811","36,195","14,356",278
普格,3073,"10,205","8,158","-3,309","-30,503","-14,638","-9,866",752,"-64,631","-44,218","-7,929","-3,355","3,783","8,830","12,281","-6,979","-571,109","-457,552","-81,675","11,937"
僑威,3078,"510,676","295,972","130,178","595,085","362,285","173,209","92,238","485,819","333,691","209,956","97,382","250,788","191,244","108,620","60,362","104,076","71,812","49,924","13,024"
聯亞,3081,"789,688","600,963","311,064","988,932","678,140","399,274","182,653","613,888","428,445","280,705",,"269,901",,,,"230,083",,,
網龍,3083,"-80,429","-60,570","-43,246","-322,741","-232,096","-159,920","-80,839","-201,829","-120,511","-63,494","-20,930","-34,202","5,973","42,175","12,766","47,622","54,337","36,211","9,341"
久大,3085,"-10,587","-3,701","-1,488","3,725","-5,360","-5,971","-4,205","-229,979","-228,334","-227,671","-218,456","-8,007","-14,638","-33,946","-6,831","-159,303","-114,856","-61,396","-15,552"
華義,3086,"-151,618","-99,286","-4,634","-132,009","-93,685","-63,262","-31,973","-181,227","-147,546","-92,608","-33,282","-111,813","-78,236","-40,055","-9,337","-1,945","-2,578","16,434","32,826"
艾訊,3088,"285,792","190,790","110,602","440,506","326,919","171,672","92,462","385,696","310,159","206,593","108,855","281,888","225,415","145,831","70,450","184,469","133,240","80,468","16,033"
遠昇,3089,"-498,331","-225,336","-36,686","-259,946","-181,141","-107,500","-20,871","-141,004","-68,919","-39,178","-16,577","-65,996","-20,810","-11,662","-3,130","45,014","28,966","32,282","5,126"
日電貿,3090,"276,010","177,103","75,871","379,077","284,696","155,489","107,008","382,697","214,390","163,811","90,038","332,535","264,501","135,043","60,839","183,267","157,483","93,742","39,182"
鴻碩,3092,"179,686","101,543","30,160","78,525","44,560",567,"2,289","66,939","53,187","34,720","2,943","-27,812","-24,610","-13,185","-4,763","-19,852","-7,112","11,053","3,248"
港建,3093,"75,216","53,759","26,460","107,743","52,784","24,729","14,577","73,368","47,162","14,531","16,741","100,550","67,655","35,220","19,803","98,383","78,488","53,155","37,945"
聯傑,3094,"48,781","35,547","18,187","84,342","64,068","35,729","8,659","83,189","61,987","41,516","20,597","71,936","52,024","31,710","13,862","59,842","49,245","35,685","11,203"
及成,3095,"-527,229","-489,584","-136,602","-192,277","-241,083","26,918","152,769","-461,141","-284,825","-193,406","-113,558","-1,048,709","-642,249","-463,998","-212,086","-1,149,774","-458,618","-320,018","-163,143"
穩懋,3105,"2,546,450","1,545,063","839,493","2,671,627","1,960,204","1,155,106","618,471","1,963,469","1,406,325","653,256","213,380","1,811,510","1,685,451","1,336,775","789,991","1,647,529","1,432,616","880,719","454,909"
好德,3114,"-6,728","-15,206","-13,491","59,112","58,718","13,091","11,305","57,599","42,645","22,306","19,290","32,543","24,165","21,376","15,831","26,625","21,238","10,313",389
寶島極,3115,"-4,104","-1,262","-3,577","-7,424","-1,172","2,549","-5,025","20,851","19,210","10,604","4,731","35,905","30,074","12,382","1,121","13,471",542,"-3,393","-6,646"
進階,3118,"38,661","27,487","15,263","78,392","56,428","36,399","15,603","76,836","48,510","33,623","15,595","64,607","42,492","28,609","14,345","52,871","36,773","26,325","10,799"
笙泉,3122,"15,527","19,700","10,189","39,809","23,769","16,668","5,670","57,366","40,359","28,434","6,457","39,751","27,433","19,188",,"15,239",,-266,
昇銳,3128,"4,689","5,946","2,164","5,478","-1,124","-1,906","-7,864","-15,440","-12,308","-5,081","1,313","3,386","10,948","9,037","1,104","-39,297","-33,385","-27,430","-16,735"
一零四,3130,"353,308","264,617","163,427","330,818","257,959","174,429","68,004","313,002","242,403","139,357","53,535","244,318","178,829","107,714","42,735","171,808","125,161","68,456","12,312"
弘塑,3131,"235,533","166,465","92,880","405,033","259,422","138,080","72,267","293,688","167,651","97,903","74,269","499,448","414,559","268,299","124,250","274,055","180,684","67,493","28,484"
晶宏,3141,"123,662","98,124","42,536","82,999","69,025","39,521","21,945","105,767","67,623","32,792","8,792","55,320","45,125","22,360","14,864","57,365",,"10,771",
新揚科,3144,"56,116","20,462","2,618","124,613","122,385","72,018","31,876","232,491","186,725","97,709","34,504","222,622","147,030","103,161","43,798","116,013","73,850","39,053","-7,433"
正達,3149,"-186,116","4,778","10,392","-5,164,584","-3,947,632","-3,376,710","-393,082","-2,168,973","-1,163,496","-874,976","-427,926","-1,289,992","-732,065","-347,788","82,066","660,884","487,807","356,271","223,229"
璟德,3152,"573,267","363,010","170,999","763,040","553,998","311,019","138,629","472,630","337,590","215,486","105,933","475,270","357,213","227,138","96,753","328,430","251,538","171,136","63,021"
精確,3162,"-120,434","-34,613","-19,614","-8,444","-5,691","-11,954","-9,966","-20,694","-20,850","-21,914","-21,203","-65,471","-52,204","-16,980","-23,495","3,998","5,313","-8,387","-11,571"
波若威,3163,"225,699","106,626","38,244","-70,156","-13,256","5,114","1,213","148,727","137,518","129,830","67,842","390,437","253,701","144,836","48,397","200,367","125,976","72,134",
景岳,3164,"-18,604","-8,463","-8,010","-98,028","-40,614","-51,626","-26,533","-386,158","-80,882","-31,588","-7,641","30,891","59,059","44,538","21,216","19,820","29,566","-10,690","-7,860"
